DB,OB,HD,HC,HBP,SMK,COPD,ASM,Stroke
16.7,26.3,9.8,36.4,43.2,24.1,9.1,8.2,5.6
9.5,24.3,5.9,34.9,35,13.5,9.4,11.5,2.3
11.9,41.9,7.6,36.5,38,12.1,8,9,1.9
7.5,26.1,10.4,37.8,28.9,26.1,5.2,9.5,6.7
10,30.47,4.4,33.7,20.8,11.8,8.6,10.2,4.8
12.5,23.6,13.1,34.5,37.2,21.9,6.5,12.1,3.8
6.8,33.9,1.7,33.5,32.1,27.2,6.3,8.1,3.6
12,31.9,6.5,24.4,20.9,19.9,6.3,11.3,3.8
13,23.9,7.5,33.3,34.9,13.4,5,8.5,3
9.4,24.2,7,26.9,33.9,26.9,4.5,10.7,6.6
8.8,32.8,1.7,30.5,32.8,22.9,6.6,10.4,2.6
12.4,30.7,7,36.5,18.8,21.7,8.7,7.4,3.2
9,25.4,6.1,31,37.1,23.5,10.5,7.5,1.7
6.3,21.9,2.9,39.2,24.4,27.9,6.3,8.5,2.4
12.3,34.6,7.9,34.1,33.9,11,11.2,12.1,3.21
15.4,26.1,6,30.7,33.6,26.7,12.4,10.4,6.8
18,29.4,8.1,38.5,25.2,27.3,6.6,9.3,3
11.8,45.5,8.2,34.4,29.3,15.5,7.8,8.4,3.7
9.9,27.8,5.4,24.6,29.3,24.4,12.1,11.8,8.6
7.5,31.4,4.7,9.8,35.7,11,6,8.3,3.1
10.1,35.4,0.8,31.67,24.8,13.9,13.1,9.2,4.5
19.2,22.4,4.8,35.1,38.1,12.3,8.2,8.4,2.2
4.6,22.5,6.3,40.9,34.7,20.9,8.5,9.2,4.8
10.9,25.6,7.9,28.2,36.4,23,5.1,7.7,4.1
10.7,24.5,6.3,31.3,28.9,21.3,5.6,7.5,3.3
8,32.1,4.4,32.6,37.1,22,10.2,9.9,2
7.1,20.9,3.6,26,44.5,17.6,5.3,7.4,3.4
18.6,30.7,6.6,33.8,46.3,18.6,11.9,7.8,3
9.8,23.9,8.4,31.6,31.6,17.97,6.7,8.5,2.3
4.7,46.8,3.5,38.8,30.4,16.2,6.2,8,2
5.3,29.1,5.5,27.6,17,14.7,5,7.2,3.21
9.4,32.4,6.4,35.3,32.4,15.8,4.3,11.7,3.4
9.4,35.4,5.5,39.7,22.3,21.5,8.1,10,3
16.3,28.5,6.6,30.6,44.7,15.9,9.1,8.9,2.5
12.8,31.8,8.3,26.1,29.7,13,4,8.8,2.1
5.1,32.9,2.7,37.8,27.3,15.3,9.3,7.8,2.7
7.8,30.9,5.3,36.4,26.9,15.1,5.9,8.7,5.3
12.5,22.4,4.3,34.2,42.1,17.97,7.3,10.1,2.3
5,26.9,6.7,34.2,23.3,12.6,5.1,14.3,4
8.1,39.6,11.1,34.8,30.2,15.4,7.5,8.1,3.2
7.7,30.5,9.6,45.6,13.1,20.2,4.8,6.9,3
9.2,38.8,6.4,27.9,30.8,24,10,8.2,4.2
10.81,23,5.6,33.2,41.5,20.8,5.7,9.2,1.9
11.3,26.9,6,33.9,33.3,13.6,4.6,9.5,3.2
2.9,32.5,3,34.3,27.6,12.4,6.2,8.3,4.1
13.1,24.3,6.4,43.1,43.3,11.4,8.8,9.5,4.4
11.1,24.4,9.3,36.8,37.1,16.3,10.8,8.6,4.4
13.6,32.5,3.6,33.8,35.5,24.2,8.4,8.3,3.6
17.7,33.4,5,34.5,37.7,17.97,9,8.6,1.8
14.5,37.8,3.9,33.8,37.4,25.6,7.3,9.1,3.3
18,31,5.6,45.4,23.6,16.8,6.8,7.7,2
17.7,26.8,7.4,35.2,22.3,14.3,6.2,9.8,3.21
12.6,21.4,8.6,30.6,36,16.6,8.7,9.4,2
7.6,27.3,9.2,28.3,35.3,22.3,12.1,9.1,0.9
6.4,26.2,7,35.3,37.1,31.5,6.9,7.9,3.3
11.5,25.5,6,30.3,19.8,29.3,8.6,8.3,3.1
10.81,19.4,4.1,37.4,32.3,18.8,8.8,8,4.3
5.8,22.5,8.2,33,24.2,24.9,4.1,11.7,4.4
7.1,22.8,6.3,25.9,42.8,22.1,4,12.3,2.2
11.1,30.47,3.2,29.7,29.4,12.5,7.6,8.3,3
9.3,29.5,6.1,21,35.2,22.2,4.5,7.7,1.9
10.81,33.5,11.2,26.5,30.2,13.9,6.8,7.6,5.1
13.5,38.8,6.4,22.5,33.2,16,7.5,9.8,3.1
11.4,31.2,5.7,34.8,27.4,18.2,8.6,10.8,2.4
13.4,25.5,5.6,34.5,28.8,12.6,10.8,8.9,4.4
9.2,31.3,6.8,37.6,36.4,18.3,9.2,8.1,2.4
2,23.5,11.5,32.7,31.5,18.3,5.8,10.4,3.7
12.1,32,6.3,36.9,30.2,18.5,5.6,9.74,4.2
10.81,25,6.1,36.8,13.2,14.2,5.4,8,5.7
8.6,30.47,5.8,27.4,46.8,17.97,16.8,10.8,3.9
7.1,31.5,8.2,34,14.4,13.3,4.2,10.1,4.6
16.7,33.9,3.8,32.2,30.6,27.5,12.8,9.7,4.7
9.9,29.9,7,33.2,29.3,13.7,9.6,8.2,2.6
11.1,27.9,2.7,37.7,38.9,27.8,8.8,9.2,1.6
8.9,23.6,9.2,25.6,26.5,15,8.8,10.4,6.5
8.1,27.7,8.1,27.1,34.5,23,5.3,9.74,6.1
14.1,40.5,5.6,22.9,43.8,24.5,12,8.5,4.9
9.2,26.3,6.3,36.6,26,13.5,8.4,10.3,3.3
4.2,26.5,7.9,25.9,31,25.9,5.9,9.74,2.8
17.6,35.5,7.7,30.8,20.7,15.5,4.8,11.7,7
9.5,35.5,1.7,29.8,24.3,13.3,8.8,8.2,2.7
16.8,28.5,8.8,14.8,46.8,27.4,11.7,10.7,2.7
11.6,32.9,7.8,27.5,44.7,19.2,8.4,7.3,3
11.8,32.7,2.4,34.5,24.2,16.9,8,8,4.2
10.3,25.4,6,32.5,29.3,27,7.7,9.8,10.1
11.3,30.1,6.6,29.2,50.5,17.97,6.2,7.9,1.9
24.5,39.2,10.6,24,29.7,22.6,6.5,7.9,4
6.6,25,7.7,26.2,34.1,16.6,7.6,8.5,0.6
9.4,29.7,4.1,51.2,29.2,21.6,5.8,9,3.21
7.3,24.7,7.3,31.67,34.7,26.8,13.2,8.3,3.8
10.81,29.1,10.6,32.8,36.8,10.6,12.5,7,2
4.1,34.7,5.4,32.3,47.5,11.5,4.3,8.7,5.8
11,26.5,4.6,25.5,28.8,12.3,5.9,8.3,2.2
11.2,38.2,3,31.3,32.3,16.4,8.3,8.4,2.2
6.4,35.1,4.6,22.8,34.3,16.2,9.7,7.7,5.5
11.5,28.6,6.4,29.6,37.8,27.4,9.8,8.2,5.4
12.3,23.7,5.2,30.9,32.7,16.1,12.7,9.1,8.2
16.6,33.5,4.7,31.67,26.9,33.2,8.5,8.6,2.4
5.9,42,6,41.7,43.6,24.4,5.1,7.5,3.1
6.3,27.2,3.9,30.5,67.2,22.6,10.4,8.6,3.1
14.9,30.5,5,35.4,29.3,18.4,4.3,8.7,3.8
11.9,26.5,4.5,34.8,42.4,31,13.1,10.6,4.3
8.4,42.7,5,29.1,21.8,11.9,12.3,12.6,2.2
10.7,37.5,14.3,35.2,23.3,14,7.9,7.5,3.4
5.4,34.2,5.4,34.2,32.7,23.2,6.6,8,1.9
10,24.9,3.3,34,28.8,14.8,8.7,9.9,3.1
15.7,43.2,7,36.2,34.3,19,4.9,10.8,0.6
8.5,28.3,20.9,31.67,28,16.6,7.5,10.1,1.2
8.1,26.9,6.6,35.5,41,20.6,6.3,8.2,2.6
12.4,26.3,3.1,30.9,45.9,13.3,20.4,9,4
8.2,25.3,9.1,36.9,35.6,25.9,8.7,7.5,2.7
11.7,35,3.1,37.1,49,16.9,6.5,12.2,7.6
12.8,20.9,5.1,36.3,36.3,15.7,8.8,8,2.4
15.3,24.2,8.3,41.1,38.1,13,10.4,8.9,5.6
7,23.8,8.4,27,29.3,14.1,11.2,8,4.3
7.4,28.3,5.4,42.1,25.4,25.8,12,9.6,3.3
9.9,24.3,5.4,26.2,25.8,24.9,6.4,8.3,2.2
7.3,22.9,7.1,25.2,27.2,23.4,8.6,8.9,4
14.9,30.47,4.2,21.9,27.1,21.1,5.2,8.6,4.3
15.1,22.8,5.1,30.9,36.9,21.8,5.7,8.3,4.3
10.8,25.4,7.6,37.7,24.5,12.3,5.1,10.5,1.5
10.1,30.9,3.6,31.3,29.2,18.8,10.8,8.7,4.1
8.9,40.7,5.6,40.2,29.3,22.5,4.1,9.4,3.1
12.8,20.8,5.6,32.5,34.6,15,10.5,10.5,3.3
12.4,36.9,3.4,27.4,26.5,17.1,9.6,11,4.2
7.7,35.7,7.8,35.3,25.6,12.6,5.7,9.3,3.1
10.81,26.4,9.6,31.67,29.1,31.1,13.7,8.4,2.8
8,25.7,5.3,28.5,30.6,18.2,4,8.8,3
13.7,30.47,4.5,28.8,31,20.7,6.2,9,3.2
13.4,31.7,5.6,37.4,22.8,12.5,9,8,4.1
10.2,27.9,8.1,31.1,34.4,25.6,10.2,9.74,3.7
10.6,42.6,1.4,36.9,35,18.1,11.4,9.6,4.6
5,23.2,8.1,33.1,38.1,14.3,11.6,9.2,2.4
11.2,34.1,7,38.8,38.5,14.5,8.3,10,1.3
3.5,28.4,4.5,31.9,32.4,25.1,5.9,8.1,2.5
10.1,24,4.7,33.6,35.4,18.4,8.1,7.6,2.8
2.7,41.5,8.6,35.5,34.2,13.8,5.3,11.3,3.21
1.4,23.8,3.6,26.3,31.5,11.3,8.7,7.9,3.1
8.4,37.4,9.5,33.9,38.5,29.3,6.2,9,4.5
10.7,43.5,7.1,42.1,37.6,12.6,4.1,8.9,3.7
11.6,33.6,7.3,31.8,31.1,15.1,6.7,8.6,4.2
14.1,22.7,7.2,32.6,28.4,19.3,8.4,9.74,2.7
8.4,26.6,4.6,30.5,24.6,25.7,4.4,10.2,4.5
8.3,30,2.2,33.1,24,16.6,7.2,9.1,3.2
8.3,27.2,5.2,31.4,38.4,18.1,11.5,9.3,2.2
6.7,30.47,4.2,35.5,34.8,26.6,8,8.1,4.7
10.81,23.3,3.2,31.6,33.5,16.6,5.2,8.5,3.8
11.9,24.9,5.5,23.9,35.3,22.6,6.4,8.8,2.7
9.8,28.4,6.3,29.6,26.4,10.9,8.6,8.9,3
7.3,41,7.1,29.4,31.8,20.9,9.7,8.1,4.4
10.6,27.6,8.2,22.5,28.9,14.2,10.6,7.9,2.6
9.6,29.2,5.4,32.4,28.4,12.4,6.3,11.7,4.4
9.7,23.1,7.7,30.7,31.6,10.3,6.3,7.4,5.6
7.6,24.6,4.7,11.1,33.4,17.5,5.7,8,3
18.2,38.5,7.3,34.2,35.9,22.1,4.6,10.9,1.9
9.4,25.8,5,34.6,50,12.4,11.2,9,5.2
18.5,42.5,5.2,30.9,51.4,17.97,9.3,7.8,3
8.7,26.6,9.7,29.5,21.6,17.97,11.1,9,2.2
11.9,29.7,6.2,50.8,28.7,12,9.3,9.2,2.3
15.6,45.4,3.6,31.5,31.1,18.9,6.7,10,1.5
13.3,35.5,6.1,32.9,34,12.1,5.4,8,3.8
8.3,23.5,9.1,34.2,32.1,23.6,7.4,7.1,0.7
10.9,48.8,4.7,31.6,30.2,14.3,8.7,9,2.4
9.6,30.9,8.6,31.2,20.7,21.5,5.6,8.8,4.9
6,25.9,4,28.4,41.4,13.9,3.3,8.6,8.1
9.3,29.1,7.2,27.6,37.3,17,9.6,9.74,3.21
7.9,27.2,7.5,36.7,25.1,22.9,6.4,9.3,2.3
9.6,33.3,7.2,32.5,29.3,22.2,10.1,7.3,3.9
9.2,43.6,6.6,22.3,43.7,22.5,5.1,9,1.7
9.5,30.2,5.4,17.4,31.7,23.5,8.1,8.4,4.4
9.8,27.7,1.4,49.3,46.2,20.5,12.3,8.2,4.3
20.6,24.7,5.8,19.3,29.8,30.4,6.9,7.5,3.8
9.2,23.4,9.3,31.7,33.9,14.6,11.1,10.9,2.1
11.6,35.1,4.9,36.8,30.4,17.97,5.1,8.2,3.3
20.9,31.6,7.1,25.5,54,18.1,9.7,9.5,1.8
11.5,27.8,6.5,30,28.6,23.9,6.6,7.9,3.6
12.9,27.4,5.6,32.3,32.4,19.7,3.7,9,1.5
12.4,30.7,7.4,30.5,33.2,8.8,8.4,7.7,6.3
1.5,22.9,8.4,23.2,42.7,24.5,7.3,9,2.6
10.8,30.5,5.4,43.9,30.7,14,3.5,10.5,2.5
9.6,31.4,3.1,31.67,36.3,11.4,8.7,8,3.2
11.2,34.5,3.2,36.9,23.8,20,6.3,7.3,5.3
11.6,43.8,6.9,31.67,47,21,4.3,7.6,2.6
14.6,24.6,8.4,35.9,23.7,21.2,10.4,8.4,2.1
13.1,24.3,4.6,36.1,18,9.6,8.4,8.7,3.3
7.5,31.5,5.2,37.3,33.5,12.2,4.8,7.9,5
9.8,26.8,10.5,21.6,32,13,5.4,8.1,3
9.5,26.4,6,36.5,39,15,8.9,9.8,4.1
19.2,22.9,7.1,44.5,25.5,21.1,2.9,10,2.4
7.8,20.9,8,46.1,27.4,22.8,4.9,11.3,6.5
2.3,27.1,6.1,30.5,42,21.6,9.4,8.8,1.7
7.3,28.5,7.4,29.6,36.5,30.6,6,10.5,4.5
6,33.2,8.5,34.2,36,8.9,4.7,7.6,3.2
8.1,22.1,7.5,30.1,41,13.2,6.3,9.74,2
9.4,31.8,5,40,29.8,15.2,4.3,10.4,3.3
9.2,32.7,6.9,35.7,10.2,18.4,9.9,7.8,1.9
17.2,45,5.6,26.2,40,18.6,5.4,8.9,3.2
14,42,5.3,34.6,33.4,22.3,6,8.1,3.3
7,31.2,5,35,44,21.7,8.5,7.6,4.3
7.2,28,2.6,30.8,36.7,17.97,10,8.3,3.1
12.3,27.7,8.6,19.2,39.8,15.5,6.5,7.2,2.1
9.3,23.6,6.3,41.8,28.4,23.1,8.3,10.2,4.4
8,39.7,8.7,31.7,29.3,17.97,9,7.7,3.5
11.6,27.7,5.9,33.9,28.8,10.7,14.3,8,2.6
12.8,27.6,7,30.8,36.7,18.3,10.3,10.1,1
15.6,27,8.4,36.5,31.1,15.3,9,11.8,2.4
15,22.8,7.2,37.1,28.8,16.6,7.2,8.3,2.7
7,40,3,25,31.3,16.2,11.9,7.8,4.7
4.8,42.7,4.9,29.2,32.1,23.2,7.5,9.4,3.6
17,25.4,5.4,34.5,31.4,27.3,5.5,8,3
10.1,22.1,4.3,36.7,44.6,21.2,12.9,8,4.5
7.2,26.7,11.2,34.2,29.5,24.4,10.5,9,3.3
7.7,23,8.5,36.9,44.3,10.9,6.5,10.9,4.1
7.6,28.8,5.6,38.9,43.3,23.8,8.9,7.9,3.21
7,28.9,9.8,36.5,34.4,13.5,7.7,11.2,3.7
14.3,34,5.2,35.1,39.2,14.3,7.1,9.1,1.6
12.1,29.1,10.9,33,30.6,19.4,12.1,8.9,3.7
8.7,43.2,4,33.3,23.7,30.1,8.8,10,5.3
10.81,27,8,16.2,31,17.4,12.8,8.1,7
10.81,23.8,3.4,26.9,38,24.8,12,7.4,3.9
7.4,23.4,7.4,33,48.8,21.8,6.2,8.7,6
10.5,28.5,10,34.8,31.6,19.7,3.8,8.3,4.1
9,31.9,4.7,33.9,31.2,18.8,6.3,8.5,2.5
18.8,28.2,2,31.6,26.6,24.3,9.7,8.1,3.6
11.3,31.7,4,31.8,35.6,17.2,10.6,7.8,2.4
9.1,30.2,6.5,27.9,37.4,11.2,9.7,10.4,3.2
6.9,30.47,7.3,25.5,31.1,13.4,7.1,11.3,3.1
10.6,24.2,9.6,30.8,46.7,19.1,11.2,8.5,5.7
12.2,29.7,6,32.8,38.3,22.2,14.3,8.7,1.6
14.4,40.9,5,28.9,42.7,20.9,6.3,9.3,6.7
9.5,22.1,4.7,24.1,17.5,19,6.8,7.6,13.6
8.4,27.3,4.2,15,36.9,22.3,6.7,7.5,1.1
12.3,23.1,6.6,39.2,34.5,26.9,9.3,11.9,4.7
9.7,29.6,5.6,29,30.8,21.4,10.6,11.8,3.4
12.6,21.6,4.8,33.6,31.5,20.9,9.9,7.9,7.2
7.6,27,6.5,38.3,24.6,25.8,6.1,8.9,2.3
11.6,42.7,8.2,34.4,32,23.7,10.2,7.7,3
9,25.5,0.9,31.9,32.7,25.6,5.3,11.4,2.6
15.5,22.1,7.6,31.4,48.7,18.1,11.6,8.8,3.2
8,23.3,8.2,32.5,39.5,14,8.7,7.5,3.5
9.7,29.9,6.1,35.5,35.9,25.3,11,9.6,7
21.1,25.8,6.9,31.67,24.3,18.3,4.7,11.2,3.7
9.9,22.6,9.3,34.7,29.3,11.2,11.8,10.4,2.2
15.1,24.2,5.2,30.6,24.3,12.2,6.2,9,4.1
10.81,29.3,6.4,37.1,29.3,18.5,4.1,11,4.7
7,27.6,1.8,31.1,15,17.1,10.4,7.5,4.7
9.9,23.9,9.2,40.1,27.1,19.5,8.9,9.9,4.2
12.9,25.9,15.5,28.3,45.3,12.4,6.6,9.1,3.21
15.7,32.5,2.3,28.4,34.3,12.7,6.3,8.7,2.5
10.6,40.5,6.3,26.8,34.1,15.9,5.5,10.2,1.8
8.2,29.1,6.4,29.9,12.9,15.8,3,7.3,6.4
10.9,22.8,5.9,32.3,37.3,9.3,4.8,8.9,5
12.6,39.2,7,34.2,35.9,27.6,9.1,7.6,3.21
7.3,25.4,8.5,41.8,29.3,14,8.3,8.9,2.7
11.3,25.6,5.8,31.8,36.4,11.7,11,11.3,5.2
11.2,32.1,9.9,33.2,35,21.8,8.5,9,4.3
7.6,46.4,7.7,30.2,30.9,17.97,6.8,8.1,3.2
8.2,37.7,3.3,29.1,30.1,15.4,6,9,3.8
9,24,3.9,33.1,27.3,12.1,9.3,11.3,3.7
10.81,44,7.6,34.5,45.1,19,6.3,11,3.2
16.5,28.2,9.6,31.67,32.5,23.3,5.8,7.6,3
5.8,32.1,8.9,9.6,25.4,20.9,6.7,8,5.4
13.1,27.8,6.3,36.1,32.5,17.5,5.1,8.2,2.9
8.4,28.6,6.9,19.9,36.1,22.5,8,12,7.3
6,27.3,6.5,31.5,26,24.2,6.3,8.5,2.1
9.4,41.7,6.2,35.3,23.6,26.7,7.1,11.3,1.1
12.8,25.7,5,26.8,36.7,10.7,7.4,7.6,7.1
12.5,22.3,7.2,33.4,30.2,13.8,9.4,8.3,2.2
7.7,32.3,5.8,30.9,46.5,25.2,9,9.74,2.4
7.7,24.4,6,37.8,27.9,14.5,4.7,10.5,3.6
10.8,29.6,5.8,31.8,45.4,20.2,5.1,8.6,2.4
9.7,35.4,5.4,32.9,45.5,18.4,10.5,8.8,2.4
6.2,22.7,6.4,33.3,31,14.2,10.6,8.5,7.6
9.8,24.1,4.7,31.4,22.5,15.5,5.2,10.1,2.8
10.2,27.2,3,43,29.3,27.1,8,7.3,3.9
17.7,33.1,11.2,28.9,21.5,16.8,5.7,7.7,3.6
9.7,25.1,6.7,34.6,30.3,10.9,9.6,11.5,2.6
11.6,37.2,9.7,35.5,27.7,12.8,10.1,8.9,2.4
9.7,29.2,9.6,36.6,36.9,13.8,11.9,9.74,3.6
7.4,36.4,4,27.2,33.8,36.2,9.2,9.74,4.8
17.8,34.1,3.6,35.3,24.3,20.5,7.1,7.7,1.1
3.2,37.9,10.5,37.5,32.4,22.2,4.3,8.6,3.6
12.3,22.8,4.7,35.9,35.3,19,5.5,8.8,4.7
13,24.2,8.7,33.3,26.4,7.8,5.3,13,4.3
7.9,27,2.7,22.7,31.9,19.9,3.6,13,6.6
13.5,47.9,2.5,20.3,33.6,9.7,10.6,9.6,1.4
15.5,26.4,3.2,27.9,51.6,16.8,9.9,11.8,3
10.4,20.5,1.6,33.1,19.5,15.8,8.5,11.5,6.3
17.4,27.1,2.9,29.4,45.5,15.7,9,7,7
18.9,20.8,8,30.1,47.9,10.2,2.8,7.5,7.3
4.9,23.9,1.9,9.9,49.3,14.1,8.3,10.5,1.2
3.3,29.3,8.1,36.2,40.9,25.8,2.7,11.3,5.5
9.2,23.1,8,28.8,33.2,18.2,10.6,11.3,4.8
8.8,38.8,10.1,28.7,34.5,26.6,4.9,11.4,5.1
8,22.6,3.2,24,35.3,10,4.5,7.4,2.6
19.5,38.8,11,37,49.6,12.1,3.4,7.6,1.6
16.6,22.3,3.2,28.1,29.3,9.8,8,7.3,6.5
10.5,42.1,4.5,29.5,20.3,23.8,8.5,7.4,2
5.3,43.1,8.3,25.4,41.8,19,9.8,9.2,5.5
15.1,39.5,9.4,34.9,28.2,26.2,9.2,11,3.2
11.1,21,3.7,16.1,39.4,23.6,8.7,12.6,2.9
13.1,27.1,4.9,34.6,28.7,22.8,4.8,7.1,2.9
3.7,41.4,8.7,33.3,40,22.7,5.1,9.4,0.6
14.7,42.8,5.7,28.1,31.4,13.8,2.6,10.4,1.9
16,43.1,7.5,22.4,25.4,20.9,10.1,10.2,6.5
18.4,38.8,7.3,13.5,20.1,11.6,3.9,11.2,2.9
19,40.3,7.7,23.6,21.2,25.3,9.2,11.6,3.8
6.4,21,7.2,35.9,41.1,14.3,10.8,9.3,4.9
2.3,24.1,9.4,35.1,24.6,11.8,3,6.7,2.7
12.2,43.8,4.7,29.3,20.4,11.3,3.2,10.7,1.6
16.6,29.1,3.3,25.7,13.9,32.2,8.7,7.2,6.1
9.2,38.2,7.6,30,46.8,24.7,10.2,11.6,3.7
18.8,20.7,2.9,34.2,48,21,4.5,7.6,2.7
6,37.6,8.7,32.6,34.6,9.6,12.2,11.5,1.8
9.3,20.8,4.9,32.6,16,24,3.9,7.5,5
15.6,26.7,5.9,29.9,18.6,26,2.7,11,5.8
6.1,26.2,2.6,30.9,42.6,24.6,3.6,10.4,1.5
10.4,21.6,4.9,28.9,42.4,32.6,3.5,9.4,8.7
3.6,40.5,2.7,34.9,34.2,14.9,8.3,12.9,2.3
5.5,38.5,1.8,20.4,29.4,14.5,7.6,11.3,4.5
5.7,21.5,8.7,32.9,37.9,22.5,6,11.7,3.2
10.4,37.4,3.5,31.1,22.6,25.4,5.1,13.2,1.1
12.9,39.5,6.2,19.3,23.2,28.4,8.3,12,2.3
7,42.7,8.6,28.4,16.1,27.3,7.9,8.6,2.7
4.5,20,1.3,25.6,37.7,17.5,7.5,8.3,5.7
5.3,28.2,4.8,27.5,20.2,27.5,4.4,10.7,6.7
7.3,21.8,8.1,18.9,44.6,13.1,3.6,9.3,2
19.1,41.7,3.2,34.9,37,12.4,3.4,9.7,5.4
9,19.4,6.1,36.1,38.5,13.8,7.4,13.8,5.1
21,37.9,5.9,31.3,28.4,20,4.1,7.4,1.4
12.4,20.7,6.3,22.7,34,24.1,6.2,9.3,7.4
18.5,30.47,7.2,29.2,46.6,20.2,10.6,11.8,2.3
16,42.4,4,29.3,15.2,22.9,10.7,11.6,5.9
15,29.1,7.3,33.4,45.1,10.5,8.8,7.6,4.7
16.3,19.8,2.5,24.9,28.4,13.1,12.3,9.8,4.1
17.7,42.3,6.3,19.2,30.8,18.4,6.9,10.5,2.3
20.4,31.2,5.4,19.8,37.3,10.5,6.3,8,7.1
4.9,47.4,6,31.5,34,14.4,8.8,10.6,6.8
21.3,27.6,3.6,25.8,40.2,25.1,12.8,8.8,0.8
5.5,47.3,6,17.9,20.5,29.6,3.6,13.5,2.4
20.6,22.2,6,33.2,15.8,9,11.1,8.4,6.5
15.3,40.6,4.5,26.1,12.8,25.3,2.6,10.7,1.2
19,44.8,1.9,33.5,46.9,22,3.2,7.2,1.5
11.4,28.2,6,33.2,37.5,34.4,8.9,8.6,6.7
6.1,33.2,9.8,13.8,22.2,8.7,8.7,14.5,5.9
6.8,41.3,7.5,35.5,38.3,27.7,2.9,10.9,3
12.4,40.2,2.8,17.6,45.7,15.4,5.1,9.9,5.5
6,35.8,1.2,31.2,33.8,22.8,5.4,7.9,1.2
5.3,35.8,8.2,32.8,22,19.7,5.5,12.9,7
9.3,40.1,8.4,25.4,25,22.5,9.7,8.1,3
14.3,23.8,9.5,24.6,27.7,35.2,3.3,11,4.1
6.8,29.3,5.6,35.3,38.5,7.9,5.2,9.5,1.5
18.8,20.8,4.5,25.2,37.1,29.3,4.9,7.5,6.7
7.6,23.7,10.7,34.5,22.6,19.8,4.2,12.5,6.1
3.6,41.8,6.5,16.3,24.2,10.5,6.6,7.7,2.9
9,40.7,3.1,26.6,46.8,16,6.5,11.8,6.2
5.9,26.2,7,31.5,45.9,13.8,7.5,11.7,1.6
5.9,21,5.3,33.2,19.4,10.9,10,11.2,1.9
3.8,43.9,4.6,34,39.5,27.9,2.8,10.6,6.3
11.7,39.2,7.1,28.1,53.4,10.2,5.2,11.9,4.1
17.6,41.3,4.6,22,47.7,18.9,4,11.2,1.1
5.3,49.6,3.4,34.9,37.6,12.8,4.8,11.2,4.2
5.9,28.1,6.3,26.7,32.8,17,5.1,8.3,3.6
7.5,50,3.6,16.1,20.6,9.8,3.8,10.9,5
8.2,30.4,3.1,29,16.7,12.2,4.4,8.8,1.5
20.7,33.9,2.4,26.2,43.9,22.2,8.9,7.5,1.1
18,40.5,6.2,37.4,27.8,27.6,9.6,11.6,1.9
5.9,21.4,2.3,35.2,20.4,32.2,12.4,8.2,6.1
13,21.5,1.8,33.4,47.3,7.7,13.3,12.5,3.7
4.2,42.2,2.8,20.6,13.6,18.2,9.7,7.5,4.6
16.2,42.9,5.3,34.9,18.7,23.6,8,10.6,1.2
18.7,46.4,3.7,15.9,46.4,25.1,10.2,11.7,8
3.2,34.9,5.6,20,23.2,21.5,3.4,8.6,7.3
3.8,21.6,4.1,32.9,19.2,24.2,3.4,8,3.1
19.4,39,7.5,35.3,33.6,17.2,10,10.4,2.1
21.1,37.9,4,32.5,43.6,10.3,5.4,8.4,1.7
5.6,21.1,8.3,34,48.8,15.5,9.9,7.2,2
1.9,28.8,6.7,34.3,49.5,11.3,10.4,13,1.5
14.1,37.8,4.5,31.8,20.3,23.4,10.4,8.5,1
15.9,22.9,2.2,28.2,24.1,17.7,2.4,9.2,4.4
14.4,31.6,8.2,34.3,38.8,21.4,2.8,7.4,4.1
18.5,21.4,1.9,36.9,40.7,16.2,9.8,10.9,1.6
18.2,20.6,9.1,29,43.4,20.8,6.9,11.4,6.1
12.2,38.8,3,28.6,20.2,25.8,6.8,12.8,5.5
17.2,37.3,3.4,28.2,19.8,23.8,5.9,12.1,2.5
20.3,32.5,3.8,21.2,29.3,30.3,8.1,11.3,2.5
7.9,35.5,8.7,22.5,32.2,9.6,4.9,7.1,1.7
11.5,48.4,6.1,25.1,27.4,14.1,2,11.7,4.2
14.8,39.9,7.6,32,50.1,27.3,5.5,8.1,6.6
5.6,27.3,9.2,33.6,43.3,17.8,2.7,8.3,1.6
18.1,25.4,4.9,29,17.4,30.3,9.4,9,2.5
8,46.3,6.1,31.7,26.4,30.6,4.7,10.9,5.5
12.5,27.8,2.6,22.2,46,21,6.9,7.9,1.1
20.8,31.7,5.1,29.5,42.6,8.7,3.2,9.74,4.6
11.4,41.8,7.2,32,45.3,32.2,11.4,10.7,2.9
6.8,19.2,4.1,26.7,13.9,13.7,5.4,7.5,2.3
6.2,37.4,6.7,33,19,14,8.2,7.5,1.6
8.5,40.7,3.9,22.7,43.3,15.2,13.9,12,4
18.4,21.4,5.2,31,31.2,21.6,2.7,9.3,1.2
9.4,44.1,8.9,19.5,16.7,16.5,10.5,9.1,4.8
5.4,40.5,4,31.67,39.6,19.1,3.4,9.2,7.5
24,41.3,3.3,25.6,15.7,9.3,3.2,8.9,1.3
9.1,26.3,8.5,18,16.6,17.97,7.3,10.1,1.8
15.1,33.7,2.1,23.3,39.3,20.6,11,10.8,6.7
9,40.7,6.3,21.4,21.3,9.9,8.9,11.4,3.8
5.6,43.2,6.2,27.4,34.9,20.3,6.5,9.7,3
8.3,42.2,9,22.7,30.1,17.5,5.1,7.2,3.7
10.2,39.9,5.1,32.1,30.8,18.1,4.7,11.9,5.9
