HD_M_Value,HD_M_US,HD_M_REL_US,HBP_M_Value,HBP_M_US,HBP_M_REL_US,HC_M_Value,HC_M_US,HC_M_REL_US,OB_M_Value,OB_M_US,OB_M_REL_US,DB_M_Value,DB_M_US,DB_M_REL_US,Target_Value
7.8,6.4,0.21875,52.8,32.4,0.62962963,31.9,34.1,-0.064516129,28.6,30.1,-0.049833887,6.3,10.8,-0.416666667,3.6
11,6.4,0.71875,46.2,32.4,0.425925926,32.3,34.1,-0.052785924,25.2,30.1,-0.162790698,11.9,10.8,0.101851852,3
5.8,6.4,-0.09375,52,32.4,0.604938272,35.5,34.1,0.041055718,20.4,30.1,-0.322259136,7.5,10.8,-0.305555556,3.5
12.2,6.4,0.90625,52.8,32.4,0.62962963,35.6,34.1,0.04398827,44.4,30.1,0.475083056,5.9,10.8,-0.453703704,3.6
8.2,6.4,0.28125,50.6,32.4,0.561728395,38.5,34.1,0.129032258,28.4,30.1,-0.056478405,6.2,10.8,-0.425925926,9.3
8.8,6.4,0.375,31.6,32.4,-0.024691358,32.7,34.1,-0.041055718,23.7,30.1,-0.212624585,7.2,10.8,-0.333333333,3.6
7.1,6.4,0.109375,24.2,32.4,-0.25308642,35.7,34.1,0.046920821,33.2,30.1,0.102990033,7.1,10.8,-0.342592593,4
1.8,6.4,-0.71875,53.7,32.4,0.657407407,28.9,34.1,-0.152492669,49,30.1,0.627906977,6,10.8,-0.444444444,2.8
6.9,6.4,0.078125,34.4,32.4,0.061728395,36.7,34.1,0.076246334,46.4,30.1,0.541528239,7.8,10.8,-0.277777778,4
9.9,6.4,0.546875,51.1,32.4,0.577160494,30,34.1,-0.120234604,33.5,30.1,0.112956811,8,10.8,-0.259259259,4.7
13.8,6.4,1.15625,22.5,32.4,-0.305555556,30.1,34.1,-0.117302053,43.7,30.1,0.451827243,5.6,10.8,-0.481481481,3.8
9.8,6.4,0.53125,21.6,32.4,-0.333333333,37.5,34.1,0.099706745,31.2,30.1,0.03654485,8,10.8,-0.259259259,4.4
7,6.4,0.09375,49.2,32.4,0.518518519,29.8,34.1,-0.126099707,47.2,30.1,0.568106312,11.4,10.8,0.055555556,3
12.8,6.4,1,43.1,32.4,0.330246914,36,34.1,0.055718475,40.3,30.1,0.338870432,6.2,10.8,-0.425925926,2.7
8.1,6.4,0.265625,32.8,32.4,0.012345679,13.9,34.1,-0.592375367,43.6,30.1,0.448504983,4.9,10.8,-0.546296296,6.1
7.8,6.4,0.21875,53.6,32.4,0.654320988,35.8,34.1,0.049853372,29.8,30.1,-0.009966777,7.4,10.8,-0.314814815,8.6
9.8,6.4,0.53125,33.4,32.4,0.030864198,35.4,34.1,0.038123167,21.5,30.1,-0.285714286,8.6,10.8,-0.203703704,6.8
6.8,6.4,0.0625,51,32.4,0.574074074,36.3,34.1,0.064516129,44.8,30.1,0.488372093,6.3,10.8,-0.416666667,4
7.5,6.4,0.171875,51.7,32.4,0.595679012,31.2,34.1,-0.085043988,26.6,30.1,-0.11627907,9.4,10.8,-0.12962963,9
6.1,6.4,-0.046875,51.1,32.4,0.577160494,30.5,34.1,-0.105571848,35.9,30.1,0.19269103,5.5,10.8,-0.490740741,2.7
9.5,6.4,0.484375,36.3,32.4,0.12037037,32.5,34.1,-0.046920821,46.9,30.1,0.558139535,15.6,10.8,0.444444444,3.1
7.1,6.4,0.109375,25.6,32.4,-0.209876543,41.8,34.1,0.225806452,29.4,30.1,-0.023255814,7.3,10.8,-0.324074074,2.9
9,6.4,0.40625,43.1,32.4,0.330246914,37.7,34.1,0.105571848,39,30.1,0.295681063,7.1,10.8,-0.342592593,6
7.8,6.4,0.21875,35.6,32.4,0.098765432,31.2,34.1,-0.085043988,34.8,30.1,0.156146179,7.4,10.8,-0.314814815,4.5
7,6.4,0.09375,35.5,32.4,0.095679012,21.7,34.1,-0.363636364,25.3,30.1,-0.159468439,8,10.8,-0.259259259,10.4
9.1,6.4,0.421875,32.6,32.4,0.00617284,36.8,34.1,0.079178886,28.1,30.1,-0.066445183,8.6,10.8,-0.203703704,3
3.3,6.4,-0.484375,53.3,32.4,0.645061728,34,34.1,-0.002932551,25.7,30.1,-0.146179402,8.5,10.8,-0.212962963,3.1
3.6,6.4,-0.4375,53.6,32.4,0.654320988,33.4,34.1,-0.020527859,29.6,30.1,-0.016611296,8.5,10.8,-0.212962963,3.5
4.3,6.4,-0.328125,27,32.4,-0.166666667,37.1,34.1,0.08797654,47.9,30.1,0.591362126,8.8,10.8,-0.185185185,3.5
5.8,6.4,-0.09375,29.4,32.4,-0.092592593,40.1,34.1,0.175953079,31.6,30.1,0.049833887,7.7,10.8,-0.287037037,5.9
6.2,6.4,-0.03125,37.3,32.4,0.151234568,30.2,34.1,-0.114369501,39.7,30.1,0.318936877,8.7,10.8,-0.194444444,2.6
9.9,6.4,0.546875,31.5,32.4,-0.027777778,36,34.1,0.055718475,31.7,30.1,0.053156146,13.9,10.8,0.287037037,4.3
8.7,6.4,0.359375,30.3,32.4,-0.064814815,32.1,34.1,-0.058651026,48.8,30.1,0.621262458,9.1,10.8,-0.157407407,6.7
7,6.4,0.09375,28.4,32.4,-0.12345679,34.9,34.1,0.023460411,48.2,30.1,0.601328904,9.4,10.8,-0.12962963,2.2
2.5,6.4,-0.609375,36.7,32.4,0.132716049,42.6,34.1,0.249266862,29.9,30.1,-0.006644518,11.4,10.8,0.055555556,4.6
7.9,6.4,0.234375,32.4,32.4,0,28,34.1,-0.17888563,23.5,30.1,-0.219269103,8.6,10.8,-0.203703704,3.2
5.9,6.4,-0.078125,40.2,32.4,0.240740741,37.3,34.1,0.093841642,55.3,30.1,0.837209302,11,10.8,0.018518519,2.1
5.9,6.4,-0.078125,42.6,32.4,0.314814815,35.2,34.1,0.032258065,33.5,30.1,0.112956811,10,10.8,-0.074074074,7.5
5.5,6.4,-0.140625,34.4,32.4,0.061728395,39,34.1,0.143695015,22,30.1,-0.26910299,10.5,10.8,-0.027777778,8.1
8.4,6.4,0.3125,34.4,32.4,0.061728395,36.7,34.1,0.076246334,27.3,30.1,-0.093023256,9,10.8,-0.166666667,5.1
5.6,6.4,-0.125,40.7,32.4,0.25617284,32.6,34.1,-0.04398827,47.4,30.1,0.574750831,8.7,10.8,-0.194444444,3.6
4.8,6.4,-0.25,32.9,32.4,0.015432099,35.8,34.1,0.049853372,45.6,30.1,0.514950166,9.7,10.8,-0.101851852,2.8
5.5,6.4,-0.140625,28.1,32.4,-0.132716049,23.9,34.1,-0.299120235,44.5,30.1,0.478405316,9,10.8,-0.166666667,3.7
6.8,6.4,0.0625,36.5,32.4,0.12654321,34.7,34.1,0.017595308,44.9,30.1,0.491694352,12.4,10.8,0.148148148,2.7
5.8,6.4,-0.09375,34.9,32.4,0.077160494,35.1,34.1,0.029325513,34,30.1,0.129568106,9.1,10.8,-0.157407407,3.4
3,6.4,-0.53125,39.1,32.4,0.206790123,37.1,34.1,0.08797654,34.2,30.1,0.136212625,9.3,10.8,-0.138888889,7.8
7.6,6.4,0.1875,41.1,32.4,0.268518519,34.2,34.1,0.002932551,33,30.1,0.096345515,9.5,10.8,-0.12037037,6.4
7.5,6.4,0.171875,28.9,32.4,-0.108024691,36.6,34.1,0.073313783,51.2,30.1,0.700996678,8.3,10.8,-0.231481481,2.3
6.1,6.4,-0.046875,32.7,32.4,0.009259259,34.3,34.1,0.005865103,48.4,30.1,0.607973422,11.2,10.8,0.037037037,3.7
6.5,6.4,0.015625,42.7,32.4,0.317901235,40.2,34.1,0.17888563,47.1,30.1,0.564784053,9.6,10.8,-0.111111111,4.9
9.2,6.4,0.4375,32.9,32.4,0.015432099,31.4,34.1,-0.079178886,45.6,30.1,0.514950166,12,10.8,0.111111111,5.3
7.2,6.4,0.125,29,32.4,-0.104938272,8.4,34.1,-0.753665689,41.1,30.1,0.365448505,10.1,10.8,-0.064814815,4.6
5.7,6.4,-0.109375,36.1,32.4,0.114197531,30,34.1,-0.120234604,36.3,30.1,0.205980066,11.6,10.8,0.074074074,2.4
6.9,6.4,0.078125,37.5,32.4,0.157407407,30.4,34.1,-0.108504399,50.7,30.1,0.684385382,9.8,10.8,-0.092592593,6.4
8,6.4,0.25,34.3,32.4,0.058641975,28.8,34.1,-0.15542522,46,30.1,0.528239203,19,10.8,0.759259259,2.2
6.6,6.4,0.03125,32.3,32.4,-0.00308642,24.7,34.1,-0.275659824,20,30.1,-0.335548173,9,10.8,-0.166666667,3.4
10,6.4,0.5625,27.2,32.4,-0.160493827,36.6,34.1,0.073313783,36.2,30.1,0.202657807,15.5,10.8,0.435185185,2.6
4.4,6.4,-0.3125,31,32.4,-0.043209877,30.7,34.1,-0.099706745,29.2,30.1,-0.029900332,11.5,10.8,0.064814815,4.7
10,6.4,0.5625,45.1,32.4,0.391975309,38.2,34.1,0.120234604,32.4,30.1,0.07641196,11.2,10.8,0.037037037,4.4
6.4,6.4,0,38.6,32.4,0.191358025,29.8,34.1,-0.126099707,29.4,30.1,-0.023255814,10.9,10.8,0.009259259,2.4
5.3,6.4,-0.171875,38.5,32.4,0.188271605,36.7,34.1,0.076246334,38.7,30.1,0.285714286,7.4,10.8,-0.314814815,4.5
9,6.4,0.40625,36.9,32.4,0.138888889,31.4,34.1,-0.079178886,24.6,30.1,-0.182724252,9.6,10.8,-0.111111111,6.5
10.3,6.4,0.609375,33,32.4,0.018518519,33.5,34.1,-0.017595308,20.9,30.1,-0.305647841,11.1,10.8,0.027777778,0.8
10.1,6.4,0.578125,29.7,32.4,-0.083333333,26.3,34.1,-0.228739003,46.4,30.1,0.541528239,13.2,10.8,0.222222222,6.9
4.4,6.4,-0.3125,27.1,32.4,-0.163580247,36.5,34.1,0.070381232,33.4,30.1,0.109634551,11.7,10.8,0.083333333,3.5
8.2,6.4,0.28125,30.3,32.4,-0.064814815,34.3,34.1,0.005865103,43.6,30.1,0.448504983,21.9,10.8,1.027777778,4.6
8.6,6.4,0.34375,36.6,32.4,0.12962963,34.7,34.1,0.017595308,45.2,30.1,0.50166113,5.5,10.8,-0.490740741,7.1
7.2,6.4,0.125,31.9,32.4,-0.015432099,35,34.1,0.026392962,33,30.1,0.096345515,7.3,10.8,-0.324074074,4.9
5.9,6.4,-0.078125,34.5,32.4,0.064814815,29.1,34.1,-0.146627566,43.9,30.1,0.458471761,17,10.8,0.574074074,5.3
8.7,6.4,0.359375,36.4,32.4,0.12345679,35.5,34.1,0.041055718,45.7,30.1,0.518272425,8.2,10.8,-0.240740741,3
5.6,6.4,-0.125,29.6,32.4,-0.086419753,39,34.1,0.143695015,23.6,30.1,-0.215946844,19.9,10.8,0.842592593,7.8
7.1,6.4,0.109375,26.6,32.4,-0.179012346,31.4,34.1,-0.079178886,26.1,30.1,-0.132890365,9.3,10.8,-0.138888889,2
6.2,6.4,-0.03125,44.7,32.4,0.37962963,35.5,34.1,0.041055718,25.3,30.1,-0.159468439,9.5,10.8,-0.12037037,8.5
7.9,6.4,0.234375,32.6,32.4,0.00617284,34.7,34.1,0.017595308,47.5,30.1,0.57807309,11.7,10.8,0.083333333,4.4
4.3,6.4,-0.328125,31.4,32.4,-0.030864198,25,34.1,-0.26686217,46.4,30.1,0.541528239,12.7,10.8,0.175925926,6.4
9.7,6.4,0.515625,32.6,32.4,0.00617284,32.5,34.1,-0.046920821,48.6,30.1,0.61461794,9.5,10.8,-0.12037037,3.5
5.1,6.4,-0.203125,27.4,32.4,-0.154320988,35.4,34.1,0.038123167,49.6,30.1,0.647840532,14.3,10.8,0.324074074,4.2
8.2,6.4,0.28125,32,32.4,-0.012345679,27.6,34.1,-0.190615836,40.7,30.1,0.352159468,20.3,10.8,0.87962963,3
7.5,6.4,0.171875,32.2,32.4,-0.00617284,28.7,34.1,-0.158357771,48.1,30.1,0.598006645,15.9,10.8,0.472222222,4.1
8.1,6.4,0.265625,27.3,32.4,-0.157407407,36.1,34.1,0.058651026,24.1,30.1,-0.199335548,11.4,10.8,0.055555556,3.6
6.9,6.4,0.078125,35.1,32.4,0.083333333,27,34.1,-0.208211144,42.8,30.1,0.42192691,25.2,10.8,1.333333333,7.1
7.5,6.4,0.171875,37.4,32.4,0.154320988,31.8,34.1,-0.06744868,48.7,30.1,0.617940199,23.9,10.8,1.212962963,2.4
4.8,6.4,-0.25,38.3,32.4,0.182098765,29.4,34.1,-0.137829912,43.4,30.1,0.441860465,8.5,10.8,-0.212962963,2.3
6.6,6.4,0.03125,25,32.4,-0.228395062,31.4,34.1,-0.079178886,28.2,30.1,-0.063122924,12.4,10.8,0.148148148,2.7
4.7,6.4,-0.265625,34,32.4,0.049382716,34.8,34.1,0.020527859,25.1,30.1,-0.166112957,23.2,10.8,1.148148148,7.1
5.1,6.4,-0.203125,23.1,32.4,-0.287037037,32.6,34.1,-0.04398827,25.2,30.1,-0.162790698,11.9,10.8,0.101851852,4
8.5,6.4,0.328125,51.3,32.4,0.583333333,32.1,34.1,-0.058651026,34.7,30.1,0.15282392,15.4,10.8,0.425925926,2.3
5.8,6.4,-0.09375,28.5,32.4,-0.12037037,31.4,34.1,-0.079178886,27,30.1,-0.102990033,15.1,10.8,0.398148148,4.6
7.8,6.4,0.21875,35.9,32.4,0.108024691,36.3,34.1,0.064516129,54.2,30.1,0.800664452,19.5,10.8,0.805555556,2.2
7.1,6.4,0.109375,29.7,32.4,-0.083333333,35.5,34.1,0.041055718,31.2,30.1,0.03654485,21.7,10.8,1.009259259,3.4
5.8,6.4,-0.09375,31.3,32.4,-0.033950617,24.7,34.1,-0.275659824,29.7,30.1,-0.013289037,14.2,10.8,0.314814815,8.1
3.4,6.4,-0.46875,36.7,32.4,0.132716049,35.1,34.1,0.029325513,36.3,30.1,0.205980066,6.7,10.8,-0.37962963,4.6
6.8,6.4,0.0625,29.7,32.4,-0.083333333,28.6,34.1,-0.161290323,25.2,30.1,-0.162790698,21,10.8,0.944444444,2.8
8.9,6.4,0.390625,45.3,32.4,0.398148148,29.7,34.1,-0.129032258,22.2,30.1,-0.262458472,17,10.8,0.574074074,3.5
7.7,6.4,0.203125,40.8,32.4,0.259259259,34,34.1,-0.002932551,36.7,30.1,0.219269103,6.8,10.8,-0.37037037,4.1
4.9,6.4,-0.234375,42.8,32.4,0.320987654,32.8,34.1,-0.038123167,27,30.1,-0.102990033,12.5,10.8,0.157407407,5
2.5,6.4,-0.609375,37.9,32.4,0.169753086,35.9,34.1,0.052785924,37.9,30.1,0.259136213,11.9,10.8,0.101851852,6.6
5.5,6.4,-0.140625,30.7,32.4,-0.052469136,32.9,34.1,-0.035190616,21.5,30.1,-0.285714286,20.1,10.8,0.861111111,2.3
4,6.4,-0.375,25.3,32.4,-0.219135802,36.9,34.1,0.082111437,22.6,30.1,-0.249169435,13,10.8,0.203703704,3.1
6.6,6.4,0.03125,28,32.4,-0.135802469,35.9,34.1,0.052785924,30.7,30.1,0.019933555,8.3,10.8,-0.231481481,4.3
6.3,6.4,-0.015625,39.9,32.4,0.231481481,38.7,34.1,0.134897361,32.5,30.1,0.079734219,10,10.8,-0.074074074,1.7
8.7,6.4,0.359375,37.6,32.4,0.160493827,30.1,34.1,-0.117302053,38.4,30.1,0.275747508,10,10.8,-0.074074074,3.6
9.9,6.4,0.546875,36.8,32.4,0.135802469,37.4,34.1,0.096774194,25.8,30.1,-0.142857143,25.8,10.8,1.388888889,4.7
10,6.4,0.5625,38.4,32.4,0.185185185,29.5,34.1,-0.134897361,28.7,30.1,-0.046511628,22.2,10.8,1.055555556,3.6
9.5,6.4,0.484375,32.2,32.4,-0.00617284,36.6,34.1,0.073313783,33.7,30.1,0.119601329,20.5,10.8,0.898148148,7
6.9,6.4,0.078125,24.7,32.4,-0.237654321,35.7,34.1,0.046920821,49.7,30.1,0.651162791,8.1,10.8,-0.25,6.6
7.5,6.4,0.171875,34.3,32.4,0.058641975,34.5,34.1,0.011730205,35.1,30.1,0.166112957,20.2,10.8,0.87037037,3.2
6,6.4,-0.0625,35.1,32.4,0.083333333,34.6,34.1,0.014662757,25.8,30.1,-0.142857143,13.3,10.8,0.231481481,7
6.3,6.4,-0.015625,53.8,32.4,0.660493827,29.9,34.1,-0.123167155,26.6,30.1,-0.11627907,14.9,10.8,0.37962963,7.2
9.4,6.4,0.46875,34.1,32.4,0.052469136,34.6,34.1,0.014662757,44.6,30.1,0.481727575,9.6,10.8,-0.111111111,3.4
5.3,6.4,-0.171875,34.4,32.4,0.061728395,23.1,34.1,-0.322580645,26,30.1,-0.136212625,25.6,10.8,1.37037037,5.8
5.6,6.4,-0.125,30.9,32.4,-0.046296296,25.5,34.1,-0.252199413,24.7,30.1,-0.179401993,8.9,10.8,-0.175925926,1.3
7.2,6.4,0.125,21.4,32.4,-0.339506173,28.4,34.1,-0.167155425,35.1,30.1,0.166112957,16.2,10.8,0.5,6.3
6.6,6.4,0.03125,41.5,32.4,0.280864198,34.8,34.1,0.020527859,32.2,30.1,0.069767442,25.1,10.8,1.324074074,4.7
7.7,6.4,0.203125,43.9,32.4,0.354938272,37.2,34.1,0.090909091,27.2,30.1,-0.096345515,18.3,10.8,0.694444444,7.4
5,6.4,-0.21875,35.6,32.4,0.098765432,36.9,34.1,0.082111437,19.8,30.1,-0.342192691,8.9,10.8,-0.175925926,5.9
10.2,6.4,0.59375,28.4,32.4,-0.12345679,27.1,34.1,-0.205278592,51.7,30.1,0.717607973,9.7,10.8,-0.101851852,4.1
6.8,6.4,0.0625,41.6,32.4,0.283950617,38.1,34.1,0.117302053,31.2,30.1,0.03654485,19.5,10.8,0.805555556,6.3
7.7,6.4,0.203125,18,32.4,-0.444444444,36.3,34.1,0.064516129,31.1,30.1,0.033222591,23.4,10.8,1.166666667,4.6
6.6,6.4,0.03125,37.3,32.4,0.151234568,39,34.1,0.143695015,23.7,30.1,-0.212624585,23.4,10.8,1.166666667,7.5
5.9,6.4,-0.078125,34.8,32.4,0.074074074,34.7,34.1,0.017595308,41.9,30.1,0.392026578,23.6,10.8,1.185185185,4.6
6.6,6.4,0.03125,32.1,32.4,-0.009259259,32.9,34.1,-0.035190616,30.1,30.1,0,6.1,10.8,-0.435185185,6
7.2,6.4,0.125,30.5,32.4,-0.058641975,33.5,34.1,-0.017595308,28.6,30.1,-0.049833887,13.5,10.8,0.25,6.3
1.6,6.4,-0.75,27.9,32.4,-0.138888889,20.5,34.1,-0.398826979,29.1,30.1,-0.033222591,15,10.8,0.388888889,3.7
5.4,6.4,-0.15625,29.6,32.4,-0.086419753,33.6,34.1,-0.014662757,37.3,30.1,0.239202658,8.1,10.8,-0.25,2.7
6.5,6.4,0.015625,34.1,32.4,0.052469136,37.8,34.1,0.108504399,30.3,30.1,0.006644518,16.6,10.8,0.537037037,3.2
4.8,6.4,-0.25,37.6,32.4,0.160493827,29.8,34.1,-0.126099707,28.8,30.1,-0.043189369,7.9,10.8,-0.268518519,3.1
8.6,6.4,0.34375,30.3,32.4,-0.064814815,37.4,34.1,0.096774194,47.1,30.1,0.564784053,22.8,10.8,1.111111111,2.8
8.9,6.4,0.390625,38.1,32.4,0.175925926,36.3,34.1,0.064516129,23.1,30.1,-0.23255814,14.2,10.8,0.314814815,5.9
2.6,6.4,-0.59375,30.6,32.4,-0.055555556,34.9,34.1,0.023460411,26,30.1,-0.136212625,24.7,10.8,1.287037037,3.1
6.8,6.4,0.0625,27.3,32.4,-0.157407407,36.7,34.1,0.076246334,27.9,30.1,-0.073089701,11.7,10.8,0.083333333,5.1
6.3,6.4,-0.015625,35,32.4,0.080246914,35.6,34.1,0.04398827,23.8,30.1,-0.209302326,24.1,10.8,1.231481481,6.5
6.2,6.4,-0.03125,30.7,32.4,-0.052469136,37,34.1,0.085043988,26,30.1,-0.136212625,7,10.8,-0.351851852,8.7
6.7,6.4,0.046875,33.3,32.4,0.027777778,30.2,34.1,-0.114369501,25.5,30.1,-0.15282392,19.1,10.8,0.768518519,2.9
8.1,6.4,0.265625,34.4,32.4,0.061728395,37.5,34.1,0.099706745,33.3,30.1,0.106312292,11.4,10.8,0.055555556,9.7
6.6,6.4,0.03125,33.6,32.4,0.037037037,33.9,34.1,-0.005865103,34.5,30.1,0.146179402,14.4,10.8,0.333333333,3.3
4.7,6.4,-0.265625,20,32.4,-0.382716049,35.3,34.1,0.035190616,31.6,30.1,0.049833887,12.1,10.8,0.12037037,3
7.7,6.4,0.203125,29.8,32.4,-0.080246914,35.8,34.1,0.049853372,23.8,30.1,-0.209302326,8.6,10.8,-0.203703704,6.6
6,6.4,-0.0625,38.1,32.4,0.175925926,36.3,34.1,0.064516129,37.4,30.1,0.242524917,14.9,10.8,0.37962963,8
9,6.4,0.40625,33,32.4,0.018518519,34.4,34.1,0.008797654,38.3,30.1,0.272425249,20.6,10.8,0.907407407,6.1
5.5,6.4,-0.140625,28.9,32.4,-0.108024691,31.7,34.1,-0.070381232,22.6,30.1,-0.249169435,15.3,10.8,0.416666667,2.3
7.8,6.4,0.21875,54.7,32.4,0.688271605,31.1,34.1,-0.08797654,25.3,30.1,-0.159468439,14.7,10.8,0.361111111,5.6
9.3,6.4,0.453125,32.7,32.4,0.009259259,36.9,34.1,0.082111437,22.2,30.1,-0.262458472,17.9,10.8,0.657407407,3.4
7.7,6.4,0.203125,36.9,32.4,0.138888889,31.3,34.1,-0.082111437,31.2,30.1,0.03654485,15.2,10.8,0.407407407,7.7
5.9,6.4,-0.078125,50.2,32.4,0.549382716,36.2,34.1,0.061583578,24.8,30.1,-0.176079734,6.9,10.8,-0.361111111,3.4
8.8,6.4,0.375,30.5,32.4,-0.058641975,27.4,34.1,-0.196480938,51.7,30.1,0.717607973,14.6,10.8,0.351851852,7
6.1,6.4,-0.046875,28.7,32.4,-0.114197531,33.3,34.1,-0.023460411,35.2,30.1,0.169435216,15.4,10.8,0.425925926,2.9
7.6,6.4,0.1875,29.5,32.4,-0.089506173,28.8,34.1,-0.15542522,30.3,30.1,0.006644518,15,10.8,0.388888889,6.2
8.8,6.4,0.375,39.7,32.4,0.225308642,31.4,34.1,-0.079178886,27.2,30.1,-0.096345515,19.9,10.8,0.842592593,3.5
8.8,6.4,0.375,24.5,32.4,-0.24382716,33.3,34.1,-0.023460411,33.2,30.1,0.102990033,25.6,10.8,1.37037037,3.8
7.9,6.4,0.234375,31.7,32.4,-0.021604938,25.9,34.1,-0.240469208,52.1,30.1,0.73089701,22.9,10.8,1.12037037,3
6,6.4,-0.0625,34.3,32.4,0.058641975,35.7,34.1,0.046920821,37.6,30.1,0.249169435,17.1,10.8,0.583333333,6.5
5.2,6.4,-0.1875,29.1,32.4,-0.101851852,33,34.1,-0.032258065,37,30.1,0.22923588,15.5,10.8,0.435185185,8.1
8.2,6.4,0.28125,38.5,32.4,0.188271605,20.8,34.1,-0.390029326,35.8,30.1,0.189368771,5,10.8,-0.537037037,7.3
6.5,6.4,0.015625,47.9,32.4,0.478395062,32.9,34.1,-0.035190616,31.6,30.1,0.049833887,7,10.8,-0.351851852,3.6
6.7,6.4,0.046875,38.8,32.4,0.197530864,40.9,34.1,0.19941349,35.5,30.1,0.179401993,14.1,10.8,0.305555556,2.1
6.7,6.4,0.046875,33,32.4,0.018518519,28.2,34.1,-0.173020528,29.9,30.1,-0.006644518,19.5,10.8,0.805555556,2.4
7.9,6.4,0.234375,42.7,32.4,0.317901235,35.6,34.1,0.04398827,24.3,30.1,-0.19269103,8.2,10.8,-0.240740741,9.2
6.3,6.4,-0.015625,28.7,32.4,-0.114197531,39.6,34.1,0.161290323,50.4,30.1,0.674418605,16,10.8,0.481481481,5
6.7,6.4,0.046875,36.7,32.4,0.132716049,34.5,34.1,0.011730205,50.2,30.1,0.667774086,16.2,10.8,0.5,9.8
6.8,6.4,0.0625,33.9,32.4,0.046296296,34.2,34.1,0.002932551,33.6,30.1,0.11627907,8.7,10.8,-0.194444444,3.9
10.2,6.4,0.59375,28.5,32.4,-0.12037037,27.5,34.1,-0.193548387,43.2,30.1,0.435215947,8.8,10.8,-0.185185185,1.7
8.8,6.4,0.375,41.8,32.4,0.290123457,32.8,34.1,-0.038123167,29.3,30.1,-0.026578073,12,10.8,0.111111111,8.1
4.5,6.4,-0.296875,19.9,32.4,-0.385802469,35.7,34.1,0.046920821,28.1,30.1,-0.066445183,25,10.8,1.314814815,2.5
5.6,6.4,-0.125,31.7,32.4,-0.021604938,33.1,34.1,-0.029325513,26.7,30.1,-0.112956811,18.6,10.8,0.722222222,6.2
7.3,6.4,0.140625,25.4,32.4,-0.216049383,36.6,34.1,0.073313783,26,30.1,-0.136212625,11.1,10.8,0.027777778,6.6
6.9,6.4,0.078125,38.8,32.4,0.197530864,33.4,34.1,-0.020527859,34,30.1,0.129568106,8.8,10.8,-0.185185185,3.4
5,6.4,-0.21875,51.6,32.4,0.592592593,37.1,34.1,0.08797654,34.2,30.1,0.136212625,9.6,10.8,-0.111111111,3.8
9.7,6.4,0.515625,22.6,32.4,-0.302469136,36.5,34.1,0.070381232,22.3,30.1,-0.259136213,17.8,10.8,0.648148148,7.1
7.2,6.4,0.125,25,32.4,-0.228395062,27.3,34.1,-0.19941349,37.2,30.1,0.235880399,11.8,10.8,0.092592593,6.8
7.5,6.4,0.171875,34.5,32.4,0.064814815,43.5,34.1,0.275659824,30.8,30.1,0.023255814,21.2,10.8,0.962962963,2.6
4.5,6.4,-0.296875,36.5,32.4,0.12654321,33.7,34.1,-0.011730205,29.1,30.1,-0.033222591,21,10.8,0.944444444,2.4
5.2,6.4,-0.1875,29.3,32.4,-0.095679012,45.4,34.1,0.331378299,26.7,30.1,-0.112956811,14.1,10.8,0.305555556,3.4
10,6.4,0.5625,42.4,32.4,0.308641975,30.2,34.1,-0.114369501,27.1,30.1,-0.099667774,15.1,10.8,0.398148148,6.9
5.3,6.4,-0.171875,26.3,32.4,-0.188271605,35.4,34.1,0.038123167,31.9,30.1,0.059800664,6.9,10.8,-0.361111111,3.2
4,6.4,-0.375,27.4,32.4,-0.154320988,32.2,34.1,-0.055718475,24.7,30.1,-0.179401993,14.9,10.8,0.37962963,3.5
4.5,6.4,-0.296875,30,32.4,-0.074074074,36.8,34.1,0.079178886,36.3,30.1,0.205980066,9.8,10.8,-0.092592593,5.1
6.4,6.4,0,35,32.4,0.080246914,35,34.1,0.026392962,21.8,30.1,-0.275747508,16.4,10.8,0.518518519,7.1
7.1,6.4,0.109375,34.5,32.4,0.064814815,33.5,34.1,-0.017595308,28.1,30.1,-0.066445183,14.4,10.8,0.333333333,1.8
3.1,6.4,-0.515625,36.2,32.4,0.117283951,33.3,34.1,-0.023460411,32.8,30.1,0.089700997,18.8,10.8,0.740740741,2
6.5,6.4,0.015625,25.5,32.4,-0.212962963,29.7,34.1,-0.129032258,30.4,30.1,0.009966777,19.4,10.8,0.796296296,2.3
4,6.4,-0.375,28,32.4,-0.135802469,35.6,34.1,0.04398827,28.9,30.1,-0.03986711,20.7,10.8,0.916666667,3.5
7,6.4,0.09375,51.9,32.4,0.601851852,30.9,34.1,-0.093841642,40.3,30.1,0.338870432,16.5,10.8,0.527777778,6.2
6.6,6.4,0.03125,27.6,32.4,-0.148148148,37.6,34.1,0.102639296,33,30.1,0.096345515,8.8,10.8,-0.185185185,4.7
5,6.4,-0.21875,24.2,32.4,-0.25308642,27.8,34.1,-0.184750733,36.5,30.1,0.212624585,15.7,10.8,0.453703704,6.7
7.9,6.4,0.234375,32.6,32.4,0.00617284,32.7,34.1,-0.041055718,23.5,30.1,-0.219269103,14.6,10.8,0.351851852,2
5.5,6.4,-0.140625,15.5,32.4,-0.521604938,35.1,34.1,0.029325513,35,30.1,0.162790698,22.5,10.8,1.083333333,6.8
6.6,6.4,0.03125,39.9,32.4,0.231481481,34.6,34.1,0.014662757,39.6,30.1,0.315614618,21.2,10.8,0.962962963,3.1
