HD_M_Value,HBP_M_Value,HC_M_Value,OB_M_Value,DB_M_Value,Target_Value
4.9,23.8,33.5,18.9,10.5,2.4
6.1,20.5,32.8,23.8,11.3,3.1
5.2,22.9,22.3,22.1,9.2,3.4
4.6,29.6,31.6,22.7,2.7,3.3
5.4,36.2,29.8,19.9,18,2.9
3.9,26.5,33.3,19.7,5.6,2.6
5.4,28.1,32.5,26.7,5.7,3.9
4.1,26.3,25.9,26.2,6.7,3.1
5.8,25.6,22,27.5,17.1,4.3
5.2,29.9,36.9,29.8,8.4,2.3
4.1,21.5,31.6,34.7,17.3,1.8
4.1,26.2,33.2,23.7,10,4
3.8,24.6,28.6,32.7,9.8,2.7
4.8,16.9,31.9,27,3.8,2.1
3.8,20.5,34.9,31.2,8.4,3.7
4.7,24.7,30.6,24.3,20.1,2.9
3.9,29.4,33.5,23.1,16.7,3.1
6.4,26.3,33.1,34,5.5,2.2
4.7,26.6,31.1,24.7,13.5,4.6
6.5,27.4,36.4,20.7,25.2,2.6
5,21.8,35.7,32,16.7,3.3
5.2,24.6,29.7,32.5,10.8,2.1
5.2,28.1,33.2,34,7.7,4.2
5.4,22.8,32,20.1,7.5,2.7
5.3,29.3,35.5,25.3,4.6,2.7
5.2,21,29.9,19.4,19.1,2.9
6.2,25.9,44.8,22.4,11.7,4
3.4,40.3,29.5,21.3,13.8,5.7
5.1,27.1,31.8,25.3,13.2,2.7
4,19,30.5,30.2,11.6,2.5
4.3,24.6,32,35,15.6,3.4
5.4,22,29.4,18.8,19.3,2.2
4.5,23.5,28.6,24.8,9.4,2.4
4.9,24.5,33.4,19.6,9.9,4.8
4.1,50.7,33.2,27.2,5.4,2.7
4.8,23.8,32.3,34.5,13,2.7
5.5,25.6,33.4,29,11.4,2.5
4.4,18.3,29.6,26.1,2.9,3.3
6.1,31.9,32.6,24.3,18.7,2.8
5.2,26.4,30.9,28,19.4,3.4
4.5,21.7,36.8,34.6,17.6,2.5
3.8,25.2,31.8,22.2,15,1.7
6.1,31.9,29.4,19.9,15.6,2.1
5.6,25.8,35.2,20.7,7.4,2.9
4.8,33.5,34,18.3,18.3,2.7
4,27.3,30.6,26.1,7.8,2.9
4.5,18.5,30.5,29.4,7.6,2.5
5.9,23.6,29.7,28.3,16.5,3
5.2,24.1,30.3,28.4,14.1,3.4
2,25.2,28.6,26.9,9.2,1.4
6.2,25.8,35.7,18.4,15,2.9
4.1,28.5,35.5,19.7,10,2.4
4.8,25.6,32,39.9,10,3.5
3.6,22.9,27.1,30.1,17.6,2.2
4.7,24.2,36,33.1,5.4,1.6
5.3,23.5,25.8,30.9,17.2,2.4
4.6,23.5,35.6,18.4,14.6,2.1
7,31.7,32.5,20.2,16,2.8
5.2,24.5,27.5,23.2,16,3.4
6.1,23.6,30.6,34.5,20.6,2
5.3,29.1,29.1,21.9,16.8,2.7
4,23.8,40.3,29.1,8.4,3.6
4,22.5,31.3,18.4,8.6,2.9
5.1,26.3,32.8,18.7,7.8,2.7
4.1,21.5,32,28.1,10.2,2.2
6.2,24.4,30.2,26.3,15.2,2.3
5.3,30.5,30.4,21.1,15.3,3.5
3.7,24.5,32.1,20.2,8,2.6
4.9,25.7,32,32.2,10.8,4
4.5,27.9,36.1,28.1,13.2,2.7
6.9,25.8,27.9,23.6,12.7,2.9
4,30.6,30.6,32.2,9.8,2
4.1,21.8,30.1,27.4,9.8,2.7
7,27,25.2,36.3,9.4,3.3
5.4,27.3,29.5,23.2,6.9,3.8
4,25.7,30.7,30.2,12.8,2.5
3.5,24.2,29.2,31.3,6.8,3.7
4.8,25.7,29.8,27.8,4.6,2.4
4.7,15.6,30.6,27.6,17.5,3.1
4.1,23.4,32,30.3,15.8,2.5
3.2,25.6,26.3,20.1,8.3,1.6
5.3,26.4,32.4,16.2,8.4,2.6
5.1,26.5,31.3,17.9,6.9,3.6
5,36,35.5,20.8,16.4,2.5
4.7,21.6,27.2,27.2,26.5,2
5,27.3,31.4,28,3.7,2.6
4.5,22.1,31,23.7,11.3,2.8
5.4,22,32.7,16.3,7.3,1.8
7.3,25.3,31.9,21.3,4,3.2
5,24.3,32.3,29.2,8.7,2.1
5.6,26.7,30.2,26.7,12,2.4
5.4,23.6,27.2,19.8,9.3,1.7
5.4,21.7,31.9,21.5,9.7,2.2
4.7,19.8,33.7,28.2,17.9,3.7
6.9,26.4,30.3,33.6,16.7,1.3
4,34.6,34.7,14.8,11.5,2.3
5.9,23.5,33.2,34.6,12.5,3.3
3.1,25.2,26.3,25,5.3,2.1
6.6,25.5,30.1,26.1,18.4,2.4
4.5,26.3,29.6,25,9.4,2.4
6,27.4,35.7,30.1,12.9,3.7
3.1,28,29.1,26.5,19,4.7
4.7,33.2,35.1,26.9,12.6,3
4.6,25.3,31.6,25.1,14.4,3.3
4.6,26.9,30.3,25.2,6.5,0.7
3.4,19.9,33.2,30.9,8.3,4.1
5.6,26.9,43.4,31.7,10.7,1.8
6,22.6,31.6,24.7,17.7,2.6
4.8,16.1,29.5,26.3,2.6,1.9
6.1,29.1,30.2,18.2,16.8,4.3
4.5,23.7,33.1,20.6,10.9,2.1
4.5,24.3,32.1,22.6,10.1,1.6
4,23.8,31.7,29.1,12.2,2.5
3.4,29.5,28.4,19.8,9.1,2.7
4.8,22.2,29.8,27.1,4.7,3.9
5.4,35,35.6,21.9,9.9,2.9
4.3,29.5,29.3,24.7,16.4,2.6
5.9,23.7,29,23.6,12.8,2.6
4.5,26.6,27.6,21.2,18.6,2.8
4.2,23.7,30.8,16.5,3.7,4
4.2,29,34.9,19.5,15.4,1.9
5.3,26.1,30.7,29.4,2,1
4.5,31.1,30,21,6.9,2.3
4.6,25.9,31.2,30.8,11.4,3.7
6,20.3,34.2,29.4,21,3.6
5.3,30.3,28.3,20.9,18.8,2.3
3.3,22,33.6,29.6,8.6,2.8
3.4,41.2,32.9,26.2,7.3,3.3
6.2,27,34.2,22.4,12.8,3.5
4.9,26.5,36.3,23.4,8.3,3.3
4.7,25.9,30,24.5,9.3,2.6
4,27,26.6,27,5.8,3
5.2,26.6,31.4,31.6,18.4,2.9
6.2,47.6,31,24.4,15.7,2.8
3.5,24,29.3,19.3,8.4,2.3
4.8,25.7,30.5,18.1,3.7,2.8
3.5,20.2,32,32.6,20,4.3
7,26.8,33.5,34.3,5.8,2.4
5.1,33.8,31.7,18.9,3.7,2.1
6.5,21,33.9,29.8,18,2
3.6,16.7,32.7,32.7,18,2.6
2,25.2,24.7,32.9,20.3,1.8
5.9,19,30.7,22.9,14.1,4.6
5.6,23.1,34.7,20.1,10.3,1.8
6.2,36.4,30.7,24.3,15.8,3.3
3.4,27.5,33,22.8,16.8,2.1
5.1,32.8,31.1,30.1,12.2,2.4
4.8,27.1,32.9,32.9,18.2,2.3
5,24.2,25.8,24.8,6.1,2.9
4.3,21,31.4,15.7,13.7,5.6
5.3,27.4,31.6,26.1,6.1,3.2
6.2,19.1,27.8,32.5,9.1,2.3
4.7,11.6,36.8,19.7,18.6,2.7
5.5,24.8,33.2,18.6,2.9,2.1
3.5,25.8,31,19.1,12.1,2.2
4.3,26.2,32.5,28.5,12.8,3.1
4.6,23.2,20,33,2.5,3.3
4.4,30.6,32,29.9,9.1,2.5
5,22.1,26.3,27.6,9.1,1.2
5.2,23.7,31.1,16.7,16.1,4.6
5.9,32.1,28.5,32.9,8.4,2.7
3.6,25.7,32.3,19.3,9.6,2.8
4.7,28.1,33,27.9,10.9,3.5
5.1,24.1,35.4,35.8,11.7,4.1
4.4,18,32.3,31.9,10.1,2.7
5.9,25.3,34.8,24,8.6,2.5
5.1,25.3,32.1,18.2,10.6,3.8
5.5,30.8,36.6,31.5,19.4,1.9
5.9,24.9,32,28.2,13.7,3.6
5,26.4,21,29.5,11.2,4.1
4.1,27.1,30.1,29.1,26,2.9
6,24.8,30.8,33.6,19,2.3
4.9,23.1,32.8,31,12.8,4.3
3.6,28.4,32.2,23.8,10,2.7
4.4,21.6,36.7,30.7,8.3,2.8
4.7,33.5,33,24.5,2.7,1.9
2,25.8,30.5,24.4,8.8,3.6
4.6,28.8,25.5,27.1,14.4,2.2
6.2,29,32.4,18.3,14.7,3.2
2.7,25.3,28.6,32.4,5.3,2.3
6.7,21.5,34.6,35.1,3.5,2.4
5.1,27.9,29.4,28.7,5.7,3.5
5.9,30.8,29.5,26.7,9.9,2.5
4,25.9,25.8,22.8,8.8,2.9
4.8,20.7,33.7,23.5,18.8,2.4
4.3,26.8,30.3,25.9,6,2.5
4.8,28.8,30.8,20.8,4.2,2.9
6.2,49.7,34.6,20,17.3,3.4
3.2,34.9,36.3,40.5,15.4,2.8
4.4,24.4,33.5,25.8,17.6,4.9
5.2,24.2,31.3,25.9,10.5,3.2
4.4,24.8,32.4,22.4,6.2,3.2
5.6,32.1,31.4,23.9,12.9,1.3
5.2,23.6,28.6,26.1,19,2.7
3.8,25.1,33.9,31.3,14,2.5
3.5,21.7,31.2,34.4,8.9,3.2
3.7,23.4,29.3,36.6,4,2.7
5.2,38,26.6,17.6,11.9,3.5
5,20.6,29.8,30,11.2,2
4.8,26.5,28.8,21.1,12.1,1.6
3,24.4,30.2,21.9,8.6,2.6
5.1,32.6,31.8,34.6,4.8,2.3
4.9,21.9,32.2,24.4,14.4,2.6
7.8,21.4,30.6,29.5,16,2.1
5.9,33.1,28.2,22.5,8.2,4.5
6.5,18.9,30.4,35.2,5,6.7
6.3,28.1,31.6,26,21.3,2.4
6.3,25.7,34,25.2,6.8,3.2
4.5,29.5,29.7,29.6,19.1,2.8
5.3,24.1,31.8,21.8,9.3,2
7,33.1,32.3,12.5,2.6,2.4
4,24.2,33.1,26.5,9.5,3.8
5,35.1,31.3,23.7,14.6,2.8
4.8,32.3,34,24.9,18.3,2.2
5.7,31.1,28.9,33.1,17,3.3
4.3,25.8,25.5,18.5,8.3,3.1
5.7,29.1,31.2,17.5,16.6,4.4
4.3,23.7,32.9,20.4,10.5,1.9
4,25,34.3,23.6,9.8,2.1
5.6,12,30.8,34.4,18.6,5.1
5.4,24.7,34.3,18.1,6.5,3
5.9,20,30.2,26.3,13.5,2
11.2,27.2,31.3,24.6,13.8,2.5
5.5,21.1,34,24.7,4.6,2.8
3.1,26.1,26.5,22.3,9.9,3.4
5.6,26.9,31.9,26.2,8.5,3.7
3.6,20.3,29.4,29.9,16.8,2.3
5.4,25,14.2,29.1,9.8,2.6
6.1,21.7,30.7,20.8,20,2.9
4,28.2,37.8,24.3,19.8,2.7
5.8,22.4,33.4,30.1,11.5,2.5
3.6,23.3,28.8,29.6,19.4,2.1
1.6,29.4,33,31.6,7.9,1.6
4.3,28.6,31.9,23.2,19.3,2.6
4.6,30.5,30.7,20.8,7.8,2.4
3.6,23.5,35.2,34.8,16.2,2.3
7.1,24.7,30.7,26.9,3.4,1.9
4.3,24.6,31.8,20.8,17.9,2.5
5.6,24.2,29.7,24.2,5.7,2.2
5.3,24.7,35.5,17.5,18.7,1.8
4.6,26.5,32.3,20.8,12.5,1.5
3.4,28.8,26.9,35.8,20.6,1.3
5.1,31.1,27.1,27.5,13.9,1.6
3.8,23.4,30.4,22.7,10.2,3.9
4.9,31.7,32.9,28.1,18.8,4
7.2,32,28.9,29,3.3,2.7
4,24.8,29.4,24.8,10.4,1.7
4.4,22.8,32.3,24.5,9.1,5.9
5.6,23.3,33,20.9,16.1,2.8
14.1,29,35.1,34.9,9.2,3.6
5.9,28.5,31.6,33.7,16.8,3.8
4,24.2,34.3,23.9,9.5,0.8
3.4,27.3,30,25,4.9,2.3
6.1,28.7,34.8,31.6,2.2,4.2
6,35.3,31.1,20.1,6.2,3.3
4.7,24.9,32.2,20.7,7.4,2.3
4.8,17.5,28.4,33.7,10.8,2.7
4.7,26.8,30.6,28.6,5.5,1.6
4.1,28.4,28.3,20.2,9.2,2.3
4.4,27.6,31.2,24.7,12,3.9
4.7,36.3,32.3,25.6,18.5,2.8
4.1,30.6,31.2,21.9,20.5,2.2
7.2,28.7,31.9,27,10.7,3.5
6,17.8,32,24.7,8.5,2.8
7.6,31.6,31.6,18.7,16.6,2.2
9.1,28.4,30.8,24.8,17.7,3.7
4.6,27.5,34.5,34.3,3.1,2.8
6.6,23.5,34.2,24.2,12.3,3.7
6.3,22.6,28.2,31,8.1,2.2
2,31.8,50.5,18.5,17.6,2.1
7,27.5,31.3,34.1,9.6,5.3
4.2,29.1,28.2,34.6,8.9,2.8
3.7,32.4,41.6,20,17.5,3.1
10,28.4,31.2,25.2,19,2.7
4.4,33.7,29.7,20.4,17.3,2.3
6.3,31.1,31.4,26.4,4.7,2
6,31.8,31.8,25.6,10.4,1.9
7.4,29.3,26.4,18.4,19,4.3
5.3,30.1,35.1,21.7,17,3.2
6,28.2,29.1,20.5,8.5,2.4
4,26.1,29.4,19.9,8,1.9
3.8,29.5,33.4,29.6,8.9,2.5
3.6,30.2,34.5,21.9,6.4,3.3
4,26.5,28.5,22.8,4.2,2.6
5.5,23.3,34.9,19.8,17.2,1.6
4.8,29.9,24.8,15.1,15.1,1.8
6.4,27.6,29.7,20.8,10.4,3.5
3.7,32.5,30.8,26.2,14.2,2.8
3.9,27.7,35.6,27.6,10.2,0.4
6.1,23.2,32.1,37.6,12.7,5.3
4,25.5,31.2,29.1,6.2,2.5
2.4,27.9,30.5,23.3,17.3,2.1
3.1,30.1,30.1,15.2,11.6,2.6
6,26.8,28.6,27,8.4,5.8
4,24.6,30.3,25.4,10.1,2.6
4.7,24,39,25.5,9.7,2.1
2.7,28.6,30.6,32.2,3.8,2
4.3,23,30.6,18,8.4,2.5
4.4,27.7,36.5,23.2,15.9,2.8
6.1,23.7,30.7,24.7,12.7,2.6
5.6,30.8,36.5,33,15.1,3
8.4,36.3,33.7,23.7,15.9,4.5
6.1,29,33.2,23.2,3.7,2.4
4.9,22.8,31.8,25.7,9.2,2.6
15.8,30.6,30,18.2,2.4,2.4
4.6,37.6,34.7,29.3,2.9,3.2
4.2,22.5,29.3,27,14.8,1.8
3.9,32.9,30.4,21.9,17.1,2.4
4.2,25.4,35.5,30.6,16.4,2.5
5.6,23.2,30.5,28.4,17.9,3.2
6.9,22.8,35.5,20.2,6.2,3.6
3.3,16.2,30.1,19.1,10.6,3
5.1,19.1,29.7,25.3,9.7,1.7
3.3,23.7,30.7,35.8,8.4,3
5.3,21.9,30.7,29.8,6.2,2.4
4.4,29,27.5,19.1,13.3,2.1
6,29.3,25.3,21.3,25.5,2.6
5.2,20.3,33.2,32,13.3,3.6
2.7,31.6,29.4,19.1,5.8,2.7
5.7,29.2,32.7,28.8,16.1,2.7
6,26.2,31.5,18.3,20.3,2.6
4,28.9,25.2,37.7,18.2,6.1
3,29.6,33.5,34.1,11.9,3.9
5,29,30.2,28.1,3.5,2.8
5.9,34.3,34.1,18.8,9.1,2.9
6.5,28.7,21.9,31.2,10.5,2.9
6.3,32,30.7,26.8,16.9,2.9
4,21.4,24.9,25.6,8,2.7
4.7,24.9,30.3,21.6,13.6,2.1
4.4,27.9,30.7,23.8,15.2,2.3
6.6,23.3,33.2,33.8,11,2.7
2.7,26.6,29.4,21.4,18.6,2.4
5.6,27.1,27.5,34.6,8.1,3.3
4.6,23.4,38.1,17.6,14.2,2.9
5.3,34,29.2,16.9,11,3.5
3.8,21.2,32.4,20.4,2.5,3.9
5.2,24.5,43,19.1,9.6,2.2
4.2,22.3,29.8,27.3,11.5,2.6
4.3,27.6,27.8,24.9,15.1,3.6
4.9,28.7,29.7,15,16.8,4.2
3.6,30.6,40.1,15.9,3.6,2.9
3.4,29.9,31,27.9,3.2,2.6
5.3,20.9,32.2,24.8,18.3,4.2
5.7,32.3,28.8,26.8,9.7,3.4
6.1,42.9,27.6,25.3,13.6,2.1
4.8,28,33.5,19.2,4.2,3.1
4.1,30,28,19.1,7,2.9
7.9,25.7,27.8,29.7,10.3,4
3.8,27.8,26.4,23.3,6.5,2.6
5.6,35,30.8,34.9,18.6,3.2
4,28.6,30.8,29.1,9.9,2.2
7.4,29.6,32.4,18.1,3.8,1.9
4,29.3,29.2,24.8,21.4,1.8
5.7,25.1,28.7,19.8,13.2,2.9
5.8,22.6,42.2,15.8,9.2,2.8
4.8,24.6,30.5,26.6,19.3,3.1
5.7,25.3,27.8,27.8,8,1.4
4.3,31.8,34.1,17.6,11.2,3.1
4.7,26.2,30.3,29.2,5.2,3.2
7.8,27,31.5,16.5,10.7,2.7
5.4,36.2,31.3,20.5,14.2,2.7
4.3,39.1,29.8,29.2,10.7,2.7
4.9,24.8,33.2,32.5,8.4,1.4
3.6,21.4,28.6,22.6,15.4,2
6.7,24.8,32.9,29.7,17.6,3
4.9,31.2,32.2,30,16.9,3.5
4.5,30.1,27.6,22.2,10.2,4.9
5.5,26.3,30.6,20.7,9.7,1.9
7,20.5,28.1,29.9,18.6,1.7
3.9,32.7,35,21.2,19.3,2.5
6.8,27.4,42.3,23.5,8.7,2.6
6.1,30.5,24.6,20.7,15.8,2
2.6,26.4,31.1,28.1,8.5,2.7
4.7,25.5,30.2,24.8,14.2,1.9
5.2,32.9,27.5,26.4,17.2,5.1
5.6,31.4,34,23.2,3.2,3.4
6.8,22.9,26.9,31.6,11.6,1.9
4.8,23.3,28.7,26.2,5.8,2.5
2.3,35.6,34.1,28.7,13,2.4
5.5,24.2,33.7,19.9,17,2.7
2.1,28.7,31.8,20.4,6.6,2.4
3.2,28,32.1,18.4,6.4,3.1
9.4,34.5,24.9,20,17.2,2.3
8.2,28.7,28.2,25.6,13.7,2.2
5.7,30.1,24.2,35.6,18.1,2.1
4.2,26.7,32.2,24.9,20.3,2.9
3.8,31.4,30.7,33.1,14.8,1.9
3.7,24.1,28.5,20.2,17.7,2.8
5.2,24,33.8,17.6,12.2,2.9
5.3,29.2,30.9,25.6,5.8,3.6
3,23.9,26.3,34.4,9.2,5.2
6.1,31.7,32.8,29.5,10,3.5
5.3,24.5,35,31,3.7,1.8
2.9,25.1,30.8,30,13.4,2.1
6.8,22.6,38.8,25.2,12.1,2.6
4.5,27.7,34.1,26.9,5.5,3.2
5.4,27.5,32.4,31.6,16.4,2.5
5.2,24.7,30.9,17.5,17.4,2.1
3.2,27.3,33.7,31.1,8.4,2.3
3.2,29.5,29.4,23.3,9.8,2.9
6.9,26.8,29.3,25.2,8.7,3.7
4,23.7,35.3,39.4,12.9,3.4
4.6,23,31,23.5,16.7,2.2
4.5,24.1,34.3,22.7,10.5,1.6
4.7,28.2,29.3,17.4,6.4,3.4
5,30.8,29.6,19.1,13.6,1.9
4.7,33.2,25,19.6,10.3,3.4
3.5,31.1,24.3,22.7,17,2.3
8.1,32.9,31,18.2,10.3,4.1
4.4,31.2,29.2,33.2,16.5,3.9
4.5,29.8,26.6,26.1,10.4,2.6
4.7,29.1,30,18.3,19.8,4.1
4.1,25.4,30.4,26.9,5.2,3.1
3.8,22.3,29.2,35,12.1,1.6
3.8,28.6,28.7,27.4,7.5,2.9
5.1,25.8,28,19.4,19.7,2
5.2,29.3,30.7,29,10.2,3.1
6.1,23.9,30.3,24.7,15.1,3.8
3.8,23.7,24.8,28.2,9.7,2.9
6.3,29.4,44.5,24.4,20.2,2.8
6.1,32.5,33.5,19.1,10.8,4.3
4.6,30.2,28.2,24.5,16.4,3.6
5.9,27.4,31,24.3,4.9,4.2
4,23.7,32.6,18.3,6,3.1
8.5,21.2,27.9,26.5,16.7,3.3
4.8,28.3,29.8,33.6,5.1,2.1
5.6,27.6,48.3,28.6,3.3,3
7.1,31.5,26.3,18,8.2,2.6
5.9,19,30.3,29.8,4,3.5
5.4,24,34.8,34,16.9,2.7
6.7,26.8,30.4,18.3,4.7,2.8
4.5,26.8,32.9,26.4,10.5,1.9
5.4,27.6,31.4,26,9.4,2.7
4.1,25.8,34.8,29.4,17.2,4
4.3,27.4,32.9,34.7,16.2,2.5
7.1,23.3,34.2,18.1,18.3,2.2
3.8,23.9,29.4,20,4.9,2.8
6.1,24.9,29.2,25.4,8.2,3
4.2,30.2,29.1,25.5,18,2
3.2,27.3,28.7,32.7,12.4,3.2
4.9,33.8,30.2,25.5,8.4,2.3
4.5,21.1,30.3,29.7,11.6,1.8
7.6,25.5,30.9,31.8,17.6,3.4
3.4,32.7,29.1,26.8,9.5,2.3
2.9,28,29.2,23.9,4.7,3.6
6.2,32.2,32.8,20.7,14.9,1.8
6.2,25.9,31,31.8,6.2,2.8
3.9,30.4,29.6,20.9,9.5,2.8
4.7,32.4,27.3,34,2.7,3.2
6.1,32.9,30.3,32.2,13.5,3
4.7,30.4,32.7,25.7,6.2,2.2
3.5,24.7,42.4,35,3.8,3.5
3.5,27.8,32.4,18.9,14.5,4
5.8,34.7,29.8,25,17.6,4.6
13.5,25.3,30.9,18.7,10.6,2.3
3.8,30.7,29.7,24.4,6.5,4.7
5.8,27.1,28.4,28.8,8.7,2
4.1,28,33.7,24.2,5.2,2.3
6.7,29.8,33.1,22.2,6.5,3.1
5.5,25.8,29.4,32.1,4.5,3.8
4.4,36.8,31.2,20.8,9.8,2.8
3.4,25.8,33.6,24.4,8,4.9
6.4,30.7,39.6,22.7,8.3,2.8
3.9,29.7,28.3,23.8,6.1,2.5
7.5,19.6,30.3,23.6,8.2,3.5
3.1,21.9,35.3,30.2,7.8,2.3
5,32.2,31.9,27.2,3.1,2.6
4.6,24.7,29.8,25.5,7.2,2.3
3.3,29.9,28.5,20.4,9.6,2.6
5,22.6,24.2,28.2,4.7,3
2.8,29.8,29.6,28.3,6.1,2.2
4.7,22.3,35.2,35.4,6.6,2.4
4.6,28.4,35.2,30.5,10.8,4
4.3,24.9,31.8,31.8,4.4,2.3
4.6,29,33.1,35.3,5.8,1.7
5.1,29.8,33.7,28.7,4.8,2.8
6.2,29.2,39.9,27.5,9.8,2.2
3.8,31.2,28.3,27.1,7.7,1.9
5.4,23.4,30.5,28.2,8.3,2.7
3.4,30.9,29.2,18.1,9,3.1
8.2,26,35.6,34.1,9.3,2.4
6.1,29.4,32,23.3,9.3,2.7
3.2,28.8,31.2,20.8,12.4,2.4
4.1,31,37.8,20.4,6.3,3.5
4.4,40.4,36.4,26.7,9,2.8
4.9,24.9,31.4,34.6,11.3,2
3.5,29.5,28.7,19.9,7.5,2.6
4.5,27.2,49.4,23.5,8.2,6.3
5.3,25.9,30.9,23.1,11.1,2.2
5,41.8,32.9,28.4,11.2,2.5
4.7,32,35.3,26.8,10.3,2.6
5.5,31.7,33.2,23.9,10.5,4.7
5.5,32.5,30.1,20.2,9.8,2.4
5.6,32.5,27.4,18.8,9.2,1.6
4.6,22.4,28.9,21.4,6.1,3.6
2.4,24.6,27.5,24.8,8.5,2
3.6,27.5,23,34.1,9.4,2.1
7.3,30.7,29,16.3,10,2.8
4.6,31.7,33.2,19,8.4,1.7
4.1,27.5,34.7,34.8,8.8,1.4
5,29.7,27.5,18.4,8.7,2.3
3,25,28,33.4,8.3,2
3.6,30.9,34.4,30.4,7.3,2.9
6,34.3,28.3,15.1,8.7,3.8
2.9,27.3,26.7,30.1,8.3,3.1
4,27.2,34.5,30.2,7.6,3.7
4,21.8,34.4,20.3,7.4,3.1
4.8,25.1,21.6,30,8.9,3
4.1,25.7,27.8,35.3,9.8,2.8
3.5,28.7,33.8,29.5,10.1,2.6
5.4,26.8,27.5,19.2,9,1.8
3.7,27.8,26.6,20.7,12.2,3.3
4.1,26.9,30.8,19.2,13.8,2.1
4.6,23.4,27.5,36.2,16,3.3
5.6,40.1,27.2,24.5,15.4,3.4
4.4,20.5,30.4,19.2,9.4,2.6
5.4,32.3,30.7,21.5,12.3,2.4
5,26.1,31.8,24.6,12.5,3.9
4.2,18.3,37.2,25.9,9.7,2
3.3,22.4,38.9,21.9,11.3,2.4
4.8,24.3,27.9,27.1,8.1,1.3
5.5,21.1,34.7,32.9,8,2.5
3.7,29,31.1,20.8,12.7,2.3
4.8,31.8,28.4,19.1,9.8,3.3
7.1,29.6,36.5,18.9,10.9,1.6
4.9,27,31.2,32.6,10.3,2.6
4.1,27.8,33.8,18.2,14.2,4.8
5.7,33.5,32.1,24.2,10.3,2.6
4.8,25.1,32.8,15.6,9.2,2.7
5.1,30.6,36.2,34,14.3,3.7
3.6,33.5,35.1,27.6,10.3,3.2
9.9,27.2,31.2,31.6,12.4,1.9
6.8,24.4,32.4,17.8,9.5,2.9
5.9,36.4,33.2,30.9,12.2,2.9
5.9,23.1,30.4,28.9,10.2,3.4
4.8,28.7,29.5,35,13.5,2.7
2.9,28.2,32.7,27.2,10.2,1.6
6.6,26.9,31.1,17.5,13.6,1.7
4.5,24.3,35.7,26.9,10,2.6
5,27.5,33.3,27.6,6.9,2.7
4,25.1,30.6,25.5,11.7,2.9
5,26.3,35.4,27.5,10.3,3.8
5.7,35.2,31.2,19.4,9.4,2.7
4.2,36.9,33.8,21,11.8,2.9
3.8,28.9,30.9,33.1,11.5,2.6
4,24.5,28.7,34.1,11.7,2.4
4.8,31.8,32.4,33.2,9.2,2
3.3,28,31.1,27.6,7.4,2.1
6,26.9,33.5,29.4,12.1,3.8
6.1,21.9,30.6,19.9,7.2,1.9
4.7,28.1,38.3,15.4,15.7,2.3
3.6,25.4,33.6,25.8,7.7,2.6
5,29.7,29.1,25.1,8,2.4
4.4,24.5,30.3,20.4,13.6,2.2
4.1,25.8,30.5,28.3,8.6,2.3
4.2,18.2,27.9,26.2,11.1,2.2
4.4,28,37.1,31.3,12.2,2.2
5.8,30.7,28.8,16.7,10.4,2.1
4.4,24.1,27.2,21.3,12,2.4
3.3,25.6,21.6,20.1,10.7,4.3
5.2,24.6,22.8,24.6,12,3.1
7.5,29.7,26.1,20.1,11.4,2.8
6.3,29.8,30.7,21.6,10.5,3.1
3.5,25.4,28.2,25.3,11.2,3.4
4,29.1,39.2,20.8,12.1,1.9
4.3,32.8,31,37.5,12.7,3
3.2,28.6,28.6,21.1,11,4.4
4.7,29.6,28.3,33.7,11.7,1.9
4.9,30.7,28.2,32.4,10.4,4.8
2.5,28,34.2,28,12.2,3.2
5.5,27.8,24.3,28.5,11.9,3.7
6.3,24,31.7,27.6,6.4,2.2
6.6,29.1,31.1,27.2,22.7,3.3
4.8,28.5,27.6,32.5,7.7,3.5
3.9,27.5,33.1,20.2,8.7,2.5
4.5,23.7,31.6,25.3,10.1,2.8
4.7,29.7,26.6,30.1,8.1,2.8
4.8,20.4,28.7,33.9,14.1,2.8
4.9,21.7,32.8,26.4,20.5,1.4
4.9,36.4,32.3,24.3,16.4,3.7
4.7,25.4,25.8,24.4,13.1,2.6
5.3,28.7,31.1,23.8,6.2,3.2
4.9,27.6,31,29.6,13.4,2.2
4.6,25.9,25.1,29.9,24,2.3
6.6,31.9,29.6,24.3,11.4,10
4.7,25.1,31.6,29.3,16.3,1.8
5.4,25.4,28.6,18.9,16.9,1.7
4.7,31.3,29.7,28.8,14,2.4
6.1,21.1,22.7,33.7,5.1,3.1
4.7,56.9,28.5,21.5,11.1,3.9
6.5,29.4,31.4,23.3,10.8,1.9
3.6,31.9,34.4,29.5,16.6,2.7
4.5,28.4,25.4,27.9,22.5,2.2
4.4,27.6,24.2,32.6,13.5,3.7
4.9,36.3,27.6,22.1,17.2,2.3
5,26.9,27.8,26.8,15.2,3.6
3,26.3,28.3,22.9,12.5,2.9
3.4,29.8,27.3,22.1,20.7,2.4
4.1,31,28.4,33.6,16.2,2.9
2.4,24.8,30.9,17.7,21.2,3.1
12.6,27.9,27.8,20,15.9,2
4,23.1,43.8,24.1,17.5,1.9
7.9,28.8,29.6,24,14.5,3.4
3,29.6,29.3,20.6,23.2,1.7
4.9,31.1,30.9,26.2,9.8,2.8
5.7,24.5,33,26.9,14.7,2.4
4.5,27.7,33.3,26.5,9.4,3.3
5.2,29.3,35.6,31.3,14.9,2.6
5,22.6,30.6,31.8,6.4,3.6
4.8,27.6,26,30.4,9.3,2.8
