,CA_City,CA_PopByMM,CA_DiagPer100k
4542,CA Menifee,"5,947",7.9
4543,CA Moreno Valley,"4,512",11.1
4544,CA Moreno Valley,"4,882",11.1
4545,CA Moreno Valley,"4,780",10.5
4546,CA Murrieta,403,10.0
4547,CA Mountain View,"2,719",6.9
4548,CA Modesto,"4,321",9.9
4549,CA Menifee,"3,182",7.2
4550,CA Modesto,"4,789",13.9
4551,CA Norwalk,"5,891",14.4
4552,CA Merced,"5,880",10.8
4553,CA Mountain View,"2,625",5.1
4554,CA Newport Beach,"7,096",5.9
4555,CA Modesto,"6,216",10.4
4556,CA Murrieta,"1,279",11.4
4557,CA Moreno Valley,"4,489",8.5
4558,CA Napa,"1,769",8.0
4559,CA Lynwood,"4,451",12.3
4560,CA Newport Beach,"85,186",7.3
4561,CA Norwalk,"5,344",9.6
4562,CA Moreno Valley,"3,193",12.2
4563,CA Newport Beach,"5,775",5.5
4564,CA Mission Viejo,"2,098",5.6
4565,CA Menifee,"5,171",8.0
4566,CA Menifee,"77,519",9.5
4567,CA Mountain View,"2,754",5.5
4568,CA Modesto,"6,102",9.8
4569,CA Norwalk,"2,794",9.6
4570,CA Merced,"3,264",14.3
4571,CA Milpitas,"5,768",9.4
4572,CA Murrieta,"8,906",7.5
4573,CA Norwalk,"4,825",10.1
4574,CA Merced,"13,086",8.7
4575,CA Modesto,"4,801",10.4
4576,CA Lynwood,"6,552",11.3
4577,CA Modesto,"2,862",11.9
4578,CA Napa,"5,358",7.9
4579,CA Moreno Valley,"6,556",10.8
4580,CA Mission Viejo,"3,626",8.3
4581,CA Napa,"3,466",8.0
4582,CA Manteca,"3,949",10.4
4583,CA Modesto,"4,933",11.7
4584,CA Menifee,253,8.9
4585,CA Lynwood,"6,972",11.1
4586,CA Modesto,"3,861",14.2
4587,CA Mountain View,815,9.9
4589,CA Norwalk,"7,518",10.0
4590,CA Mountain View,"4,480",7.6
4591,CA Merced,"2,822",16.4
4592,CA Moreno Valley,"4,922",11.5
4593,CA Mountain View,"3,706",8.9
4594,CA Modesto,"5,778",9.4
4595,CA Merced,"3,648",8.6
4596,CA Mission Viejo,"4,623",7.3
4597,CA Napa,"76,915",9.1
4598,CA Merced,"4,487",14.2
4599,CA Modesto,62,10.4
4600,CA Murrieta,"103,466",8.7
4601,CA Mission Viejo,"4,852",8.1
4602,CA Newport Beach,"4,795",7.3
4603,CA Menifee,"9,184",13.6
4604,CA Moreno Valley,"3,805",11.3
4605,CA Moreno Valley,"2,540",10.0
4606,CA Norwalk,"4,191",13.1
4607,CA Napa,"2,743",9.4
4608,CA Murrieta,"10,378",7.9
4609,CA Modesto,"4,080",9.8
4610,CA Norwalk,"3,828",12.1
4611,CA Moreno Valley,"3,731",10.0
4612,CA Manteca,"3,257",10.6
4613,CA Moreno Valley,"4,888",10.7
4614,CA Manteca,"6,488",10.1
4615,CA Manteca,"67,096",9.6
4616,CA Modesto,"4,458",9.2
4617,CA Merced,"2,380",13.4
4618,CA Norwalk,"3,721",11.0
4619,CA Mountain View,"5,565",6.3
4620,CA Modesto,"3,694",11.2
4621,CA Moreno Valley,"2,080",10.2
4622,CA Mission Viejo,"6,602",7.1
4624,CA Mountain View,"4,346",4.9
4625,CA Mountain View,"1,664",7.8
4626,CA Merced,"78,958",11.6
4627,CA Lynwood,"6,366",12.8
4628,CA Napa,"6,431",9.1
4629,CA Modesto,235,10.4
4630,CA Murrieta,"8,224",10.1
4631,CA Newport Beach,"1,674",8.5
4632,CA Menifee,"1,205",8.8
4633,CA Moreno Valley,"3,379",11.2
4634,CA Mission Viejo,"1,577",6.1
4635,CA Napa,"4,287",8.7
4636,CA Moreno Valley,"3,670",10.3
4637,CA Mission Viejo,"2,618",11.0
4638,CA Modesto,"3,200",9.8
4639,CA Moreno Valley,"3,200",10.4
4640,CA Modesto,"3,153",10.0
4641,CA Mountain View,"2,870",6.2
4642,CA Norwalk,"3,648",12.1
4643,CA Modesto,"5,257",9.3
4644,CA Milpitas,"5,924",8.5
4645,CA Moreno Valley,"193,365",12.6
4646,CA Milpitas,"4,733",9.8
4647,CA Murrieta,"4,108",6.7
4648,CA Mountain View,"74,066",6.6
4649,CA Napa,"2,349",8.4
4650,CA Norwalk,"4,105",10.1
4651,CA Lynwood,"5,594",12.0
4652,CA Manteca,"1,844",10.3
4653,CA Newport Beach,"1,365",8.7
4654,CA Merced,"3,616",12.6
4655,CA Menifee,"2,017",18.3
4656,CA Modesto,"201,165",10.6
4657,CA Moreno Valley,"3,165",12.5
4658,CA Napa,"1,970",8.6
4659,CA Newport Beach,"8,249",7.0
4660,CA Mission Viejo,"6,696",6.8
4661,CA Menifee,"77,519",11.2
4662,CA Modesto,"6,585",10.8
4663,CA Menifee,"1,907",7.7
4664,CA Murrieta,"103,466",8.5
4665,CA Lynwood,"6,483",10.2
4666,CA Norwalk,"2,719",10.3
4668,CA Lynwood,"4,956",10.2
4669,CA Mission Viejo,"3,102",7.1
4670,CA Mission Viejo,"4,984",8.2
4671,CA Manteca,70,10.7
4672,CA Merced,"4,438",15.9
4673,CA Norwalk,"6,985",9.6
4675,CA Moreno Valley,"3,262",10.8
4676,CA Milpitas,"4,901",8.8
4677,CA Modesto,"1,530",12.1
4678,CA Menifee,"4,066",9.7
4679,CA Modesto,247,11.4
4680,CA Napa,"3,152",9.2
4681,CA Moreno Valley,"4,070",9.7
4682,CA Modesto,"5,810",8.8
4683,CA Moreno Valley,"2,038",12.6
4684,CA Moreno Valley,"1,706",12.8
4685,CA Manteca,"67,096",9.5
4686,CA Norwalk,"5,496",11.0
4687,CA Milpitas,181,12.8
4688,CA Mission Viejo,"6,210",8.0
4690,CA Modesto,"3,303",13.0
4691,CA Merced,"3,968",11.2
4692,CA Menifee,"2,266",10.6
4693,CA Mountain View,"6,075",6.7
4694,CA Mission Viejo,"3,624",6.5
4695,CA Newport Beach,956,9.3
4696,CA Merced,"2,549",8.1
4697,CA Murrieta,"11,149",7.4
4698,CA Napa,"2,429",11.4
4699,CA Modesto,236,14.6
4700,CA Newport Beach,"2,756",8.7
4701,CA Menifee,"3,863",12.7
4702,CA Newport Beach,"7,246",8.0
4703,CA Napa,"76,915",8.5
4704,CA Moreno Valley,"5,957",12.4
4705,CA Modesto,"201,165",10.5
4706,CA Menifee,610,8.6
4707,CA Mountain View,"3,128",5.2
4708,CA Lynwood,"6,973",10.1
4709,CA Mountain View,"4,281",6.2
4710,CA Murrieta,"5,750",7.5
4711,CA Norwalk,"4,900",9.4
4712,CA Modesto,"4,231",9.8
4713,CA Merced,"3,266",12.0
4714,CA Napa,"3,721",12.1
4715,CA Mission Viejo,"4,929",11.8
4716,CA Napa,"5,566",8.9
4717,CA Napa,"2,460",7.7
4718,CA Moreno Valley,"6,649",11.0
4719,CA Merced,"78,958",13.1
4720,CA Moreno Valley,"5,011",11.5
4721,CA Manteca,"4,249",9.5
4722,CA Manteca,"5,890",10.0
4723,CA Modesto,"2,159",13.1
4724,CA Napa,"2,497",8.5
4725,CA Milpitas,"5,116",9.5
4726,CA Lynwood,"6,845",14.6
4727,CA Mountain View,"4,838",9.3
4728,CA Menifee,"4,232",7.0
4729,CA Mountain View,"74,066",7.2
4730,CA Merced,"3,448",10.8
4731,CA Norwalk,"6,401",9.2
4732,CA Modesto,"4,930",8.7
4733,CA Murrieta,"5,127",13.2
4734,CA Napa,"3,328",8.9
4735,CA Lynwood,"5,267",11.5
4736,CA Moreno Valley,"3,308",13.2
4737,CA Modesto,"4,815",9.2
4738,CA Mission Viejo,"6,548",9.2
4739,CA Moreno Valley,"3,682",9.8
4741,CA Manteca,"3,438",9.7
4742,CA Moreno Valley,"5,239",8.8
4743,CA Milpitas,"66,790",8.8
4744,CA Moreno Valley,"3,152",10.8
4745,CA Milpitas,"3,672",10.7
4746,CA Moreno Valley,"3,803",11.2
4747,CA Murrieta,"6,453",8.6
4748,CA Mission Viejo,"3,819",8.4
4749,CA Norwalk,"105,549",10.6
4750,CA Menifee,597,7.3
4751,CA Milpitas,"4,418",8.1
4752,CA Newport Beach,"6,221",6.2
4753,CA Murrieta,"7,606",9.0
4754,CA Modesto,"4,009",9.6
4755,CA Manteca,"4,743",9.2
4756,CA Norwalk,"4,874",11.0
4757,CA Newport Beach,"4,713",7.0
4758,CA Newport Beach,"4,220",7.8
4759,CA Mission Viejo,"2,612",7.7
4760,CA Modesto,"3,899",11.7
4761,CA Napa,"5,016",9.1
4762,CA Menifee,"1,342",6.5
4763,CA Manteca,"7,659",7.9
4764,CA San Diego,"6,667",8.8
4765,CA Riverside,"4,096",9.3
4766,CA Oakland,"4,482",7.2
4767,CA Rialto,933,11.6
4768,CA Orange,"7,285",7.0
4769,CA Oakland,"2,684",8.4
4770,CA Pomona,"6,243",8.9
4771,CA Oakland,"3,954",11.0
4773,CA Pomona,"149,058",12.3
4774,CA Rancho Cucamonga,"11,417",7.3
4775,CA Rancho Cucamonga,"5,036",10.5
4776,CA Pleasanton,"4,796",6.8
4777,CA Palmdale,"7,585",11.6
4778,CA Oakland,"1,434",13.3
4779,CA Oxnard,"4,423",11.2
4780,CA Redding,"3,767",9.9
4781,CA Pasadena,"1,654",8.3
4782,CA Oakland,"3,517",6.2
4783,CA Redlands,"5,833",8.8
4784,CA Ontario,"5,348",11.8
4785,CA Oakland,"390,724",10.2
4786,CA Oxnard,"3,838",10.0
4787,CA Palmdale,"1,321",10.3
4788,CA Redding,"2,078",11.4
4789,CA Redlands,60,9.8
4791,CA Orange,"2,605",8.6
4792,CA Oakland,"2,630",10.9
4793,CA Redwood City,"3,539",7.8
4794,CA Redwood City,"5,707",7.5
4795,CA Rialto,"1,722",13.9
4796,CA Oxnard,"3,590",11.4
4797,CA Orange,"6,760",7.6
4798,CA Pasadena,"2,324",7.8
4799,CA Oxnard,"5,389",13.0
4800,CA Rialto,"5,969",11.1
4802,CA Oakland,"2,351",11.9
4803,CA Pasadena,"6,998",10.1
4804,CA Perris,"1,609",13.9
4805,CA Oxnard,"5,088",14.4
4806,CA Redwood City,"3,436",9.1
4807,CA Oakland,"2,819",5.5
4808,CA Redding,"3,350",9.2
4809,CA Oceanside,"5,003",8.0
4810,CA Rancho Cucamonga,"6,874",8.1
4811,CA Oakland,"2,603",6.4
4812,CA Pomona,"7,225",12.8
4813,CA Oakland,"4,649",10.5
4814,CA Pasadena,"5,826",12.2
4815,CA Orange,340,8.8
4816,CA Richmond,"3,316",8.7
4817,CA Oceanside,"4,321",10.7
4818,CA Perris,"3,174",9.2
4819,CA Ontario,"5,814",11.7
4821,CA Palmdale,"6,023",8.6
4822,CA Pomona,"3,945",10.1
4823,CA Oakland,"5,063",11.4
4824,CA Oceanside,"6,631",8.8
4825,CA Richmond,"4,924",9.6
4826,CA Richmond,"3,927",12.3
4827,CA Oakland,"4,596",12.6
4828,CA Oakland,"2,255",12.3
4829,CA Redding,"4,420",8.2
4830,CA Oakland,"4,351",10.5
4831,CA Pasadena,"5,621",7.4
4832,CA Oxnard,"197,899",13.0
4833,CA Rialto,"4,578",13.5
4834,CA Palmdale,"152,750",10.3
4835,CA Pomona,"6,584",11.3
4836,CA Rancho Cucamonga,"165,269",9.1
4837,CA Oceanside,"3,566",10.0
4838,CA Oceanside,"6,810",12.2
4839,CA Orange,"4,517",10.5
4840,CA Ontario,"5,676",10.8
4841,CA Oceanside,"3,486",10.6
4842,CA Pomona,"3,848",12.6
4843,CA Pleasanton,"70,285",6.1
4844,CA Oakland,"3,594",8.8
4845,CA Redwood City,"5,623",9.6
4846,CA Oakland,"3,483",6.7
4847,CA Ontario,"5,530",11.1
4848,CA Oakland,"2,587",6.8
4849,CA Palmdale,"3,995",12.3
4850,CA Oxnard,"2,150",12.5
4851,CA Redding,"3,096",9.1
4852,CA Oakland,"1,569",10.2
4853,CA Ontario,"6,133",13.4
4854,CA Pomona,"6,835",11.8
4855,CA Oxnard,"7,982",12.7
4856,CA Redlands,"3,182",9.4
4857,CA Pasadena,"1,385",9.0
4860,CA Perris,"11,267",8.9
4861,CA Oakland,"3,323",13.8
4862,CA Ontario,"6,231",11.0
4863,CA Richmond,"2,615",10.1
4864,CA Ontario,"4,413",8.5
4865,CA Rancho Cucamonga,"13,758",6.7
4866,CA Oxnard,"6,586",13.1
4867,CA Oakland,"4,146",8.3
4868,CA Rancho Cucamonga,"6,281",7.5
4869,CA Richmond,121,10.0
4870,CA Pleasanton,"3,152",7.0
4871,CA Orange,"4,825",7.9
4872,CA Oakland,"3,137",8.5
4873,CA Oakland,"3,536",11.0
4874,CA Redding,205,10.0
4875,CA Ontario,"4,052",8.5
4876,CA Rialto,"4,827",11.7
4877,CA Oakland,"3,428",9.6
4878,CA Palmdale,858,12.1
4879,CA Oxnard,"2,885",9.6
4880,CA Rancho Cucamonga,"4,006",9.0
4881,CA Rialto,"5,369",12.0
4882,CA Oceanside,"3,112",9.3
4883,CA Oceanside,"3,992",8.4
4885,CA Oakland,"2,416",6.0
4886,CA Ontario,"163,924",10.4
4887,CA Richmond,"1,802",11.0
4888,CA Oakland,"2,425",7.2
4889,CA Pomona,"3,006",12.1
4890,CA Pleasanton,"4,657",7.1
4891,CA Rancho Cucamonga,"5,826",8.6
4892,CA Rialto,"1,371",10.2
4893,CA Redondo Beach,"3,230",6.9
4894,CA Oxnard,"5,279",14.8
4895,CA Oakland,"5,784",6.7
4896,CA Pleasanton,"7,479",6.8
4897,CA Oakland,"5,547",13.9
4898,CA Pasadena,"3,788",12.0
4899,CA Redding,"4,928",9.4
4900,CA Redondo Beach,"5,523",6.5
4901,CA Pomona,"4,085",10.8
4902,CA Oakland,"4,054",10.3
4903,CA Orange,"2,388",8.5
4904,CA Pasadena,"5,714",5.4
4905,CA Oxnard,"14,589",9.8
4906,CA Redlands,50,11.2
4907,CA Rialto,86,9.9
4908,CA Ontario,"1,447",6.8
4909,CA Oakland,"3,308",11.2
4910,CA Oxnard,"6,679",12.9
4911,CA Palmdale,"2,235",12.6
4912,CA Redlands,"6,448",8.3
4913,CA Oakland,"3,035",13.6
4914,CA Oceanside,"167,086",9.3
4915,CA Oakland,"3,114",13.3
4916,CA Richmond,"6,097",13.7
4917,CA Rancho Cucamonga,"5,118",10.6
4918,CA Redding,"1,581",11.7
4919,CA Pasadena,"137,122",8.7
4920,CA Pasadena,"6,563",14.3
4921,CA Palmdale,"6,022",9.7
4922,CA Orange,"3,724",7.5
4923,CA Pomona,"5,577",12.1
4924,CA Orange,104,9.8
4925,CA Redwood City,"1,119",8.1
4926,CA Redondo Beach,"4,632",6.1
4927,CA Oceanside,"6,133",9.4
4928,CA Pleasanton,"5,251",7.2
4929,CA Oakland,"2,163",8.7
4930,CA Oakland,"4,129",7.7
4931,CA Pomona,"3,328",10.4
4932,CA Palmdale,"6,387",8.4
4933,CA Orange,"3,270",8.2
4934,CA Oakland,"1,784",14.2
4935,CA Rancho Cucamonga,"3,883",9.1
4936,CA Oakland,"3,152",12.0
4937,CA Rancho Cucamonga,"4,461",8.1
4938,CA Oceanside,"3,530",12.0
4939,CA Redding,"4,362",12.2
4940,CA Pasadena,"3,456",9.2
4941,CA Oakland,"2,530",11.5
4942,CA Richmond,"6,962",14.1
4943,CA Oakland,"4,718",12.7
4944,CA Pasadena,"3,974",10.8
4945,CA Rialto,"4,361",11.1
4946,CA Rialto,"2,330",10.4
4947,CA Redwood City,"76,815",7.9
4948,CA Ontario,"4,645",10.7
4949,CA Palmdale,"7,103",7.5
4950,CA Oakland,"3,931",14.0
4951,CA Redlands,79,11.1
4952,CA Oxnard,"5,966",9.9
4953,CA Richmond,"1,159",11.6
4954,CA Orange,"136,416",8.5
4955,CA Oceanside,"9,097",9.8
4956,CA Oxnard,"5,089",13.9
4957,CA Pasadena,"3,248",8.6
4958,CA Oceanside,"6,936",8.3
4959,CA Palmdale,"3,596",10.5
4960,CA Oceanside,"3,477",7.4
4961,CA Oakland,"3,414",11.5
4962,CA Redondo Beach,"7,059",6.6
4963,CA Oakland,"1,571",6.7
4964,CA Redlands,"3,106",9.1
4965,CA Pomona,"4,815",10.5
4966,CA Rancho Cucamonga,"165,269",8.4
4967,CA Redondo Beach,"5,390",6.2
4968,CA Perris,469,13.4
4969,CA Richmond,"5,093",12.4
4970,CA Oakland,"4,696",12.4
4971,CA Oakland,"2,937",7.8
4972,CA Pleasanton,"70,285",6.8
4973,CA Pomona,"4,176",7.9
4974,CA Redlands,100,6.5
4975,CA Rancho Cucamonga,"5,188",8.3
4976,CA Oakland,71,7.1
4977,CA Oakland,"2,493",10.5
4978,CA Oakland,"3,910",13.8
4979,CA Richmond,"6,964",13.7
4980,CA Oceanside,"3,397",14.5
4982,CA Redding,"3,966",9.1
4983,CA Richmond,"103,701",11.3
4984,CA Orange,"6,448",8.6
4986,CA Oakland,"2,929",5.5
4987,CA Oakland,"2,671",7.5
4988,CA Rialto,480,11.7
4989,CA Orange,"6,847",6.2
4990,CA Pasadena,"3,818",8.0
4991,CA Rialto,"5,177",11.2
4992,CA Redlands,"2,729",9.6
4993,CA Richmond,"7,353",11.5
4994,CA Oakland,"3,062",11.8
4995,CA Ontario,"4,990",10.8
4996,CA Oakland,"2,283",7.8
4997,CA Rialto,"4,512",11.9
4998,CA Oxnard,"5,373",6.4
4999,CA Oakland,"5,048",8.7
5001,CA Oakland,"1,974",6.1
5003,CA Rancho Cucamonga,"4,207",10.1
5004,CA Pasadena,"3,560",8.8
5005,CA Perris,"9,219",12.6
5006,CA Perris,"8,283",12.4
5007,CA Redlands,"7,256",14.5
5008,CA Rialto,"4,141",10.2
5009,CA Oxnard,"7,533",12.4
5010,CA Richmond,"5,316",10.6
5011,CA Redondo Beach,"6,769",6.4
5012,CA Oakland,"1,724",6.6
5013,CA Palmdale,"6,460",12.6
5014,CA Oakland,"4,206",10.2
5015,CA Redding,"5,177",10.4
5016,CA Oakland,"7,207",12.5
5017,CA Pasadena,"5,301",8.2
5018,CA Redding,"4,417",10.2
5019,CA Pomona,"6,445",11.2
5020,CA Ontario,"4,195",10.8
5021,CA Pasadena,"5,051",6.7
5022,CA Oceanside,"2,166",7.9
5023,CA Pomona,"7,076",8.2
5024,CA Rialto,390,24.3
5025,CA Oakland,"2,887",12.1
5026,CA Ontario,"4,321",12.9
5027,CA Palmdale,"2,772",10.0
5028,CA Oakland,"1,677",7.3
5029,CA Oxnard,"6,243",7.6
5030,CA Oakland,"4,054",11.8
5031,CA Ontario,"4,757",10.3
5032,CA Pomona,"4,686",9.6
5033,CA Orange,"4,492",9.1
5034,CA Oxnard,"5,435",10.2
5035,CA Orange,"4,660",8.5
5036,CA Redwood City,"6,932",8.4
5037,CA Orange,"4,126",8.2
5038,CA Orange,"5,176",9.1
5039,CA Palmdale,"11,415",9.4
5040,CA Rialto,"5,780",9.4
5041,CA Redwood City,"1,786",9.8
5042,CA Oxnard,"1,252",7.5
5043,CA Palmdale,"4,130",9.4
5044,CA Redlands,"9,947",7.2
5045,CA Rancho Cucamonga,"4,646",8.8
5046,CA Redding,"2,545",10.0
5047,CA Pomona,"4,776",11.2
5048,CA Rancho Cucamonga,"5,056",9.4
5049,CA Oxnard,"7,858",11.7
5050,CA Perris,"68,386",14.2
5051,CA Pomona,391,19.2
5052,CA Pasadena,"2,928",5.0
5053,CA Ontario,"5,966",10.9
5054,CA Oceanside,"4,494",7.8
5055,CA Redwood City,684,7.7
5056,CA Oceanside,"4,779",8.8
5057,CA Pasadena,"3,403",9.5
5058,CA Oakland,"4,156",5.4
5059,CA Palmdale,"3,111",7.2
5060,CA Ontario,"4,163",10.9
5061,CA Ontario,"4,476",10.5
5062,CA Richmond,875,9.7
5063,CA Oceanside,"2,376",9.1
5064,CA Oxnard,"4,577",13.4
5065,CA Oakland,"2,706",8.3
5066,CA Ontario,"7,060",8.9
5067,CA Orange,123,8.6
5068,CA Perris,"11,436",11.1
5069,CA Pomona,"4,623",10.9
5070,CA Ontario,"5,100",10.7
5071,CA Oxnard,"8,187",11.7
5072,CA Palmdale,"4,397",8.0
5073,CA Pasadena,"2,972",6.5
5074,CA Oakland,"4,306",11.5
5075,CA Oceanside,"9,081",6.8
5076,CA Oxnard,"3,432",13.4
5077,CA Orange,"136,416",9.0
5078,CA Redlands,"8,203",9.1
5079,CA Redlands,"68,747",9.0
5080,CA Oceanside,"7,635",9.8
5081,CA Oakland,"5,220",12.9
5082,CA Oceanside,"7,344",9.1
5083,CA Redding,"4,908",8.9
5084,CA Pasadena,"3,869",7.7
5085,CA Oakland,540,4.0
5086,CA Ontario,"163,924",12.3
5087,CA Redwood City,"3,005",7.4
5088,CA Rialto,"4,735",11.4
5089,CA Pasadena,"2,915",7.8
5090,CA Orange,"4,492",10.5
5091,CA Pomona,"3,738",9.9
5092,CA Redwood City,196,7.6
5093,CA Rialto,"3,407",8.6
5094,CA Redwood City,"76,815",8.0
5095,CA Oakland,"6,027",11.2
5096,CA Oakland,"1,151",18.6
5097,CA Redding,801,10.2
5098,CA Rancho Cucamonga,"4,757",8.1
5099,CA Richmond,"2,399",10.6
5100,CA Pasadena,878,12.4
5101,CA Oakland,"5,314",6.4
5102,CA Rancho Cucamonga,"4,399",11.6
5103,CA Redwood City,"5,764",9.7
5104,CA Palmdale,"4,329",11.0
5105,CA Redding,"1,009",12.6
5106,CA Pomona,"6,313",11.0
5107,CA Richmond,"5,962",12.0
5108,CA Oakland,"4,113",12.3
5109,CA Redondo Beach,"4,097",5.9
5110,CA Pleasanton,"5,733",6.8
5111,CA Ontario,"5,058",11.2
5112,CA Perris,"8,393",11.1
5113,CA Oceanside,"4,968",9.7
5114,CA Palmdale,"6,153",8.7
5115,CA Rancho Cucamonga,"5,282",8.3
5116,CA Redlands,"3,705",7.1
5117,CA Oxnard,"2,888",12.4
5118,CA Pleasanton,"4,734",4.9
5119,CA Oakland,"3,965",13.5
5120,CA Oceanside,"6,494",10.5
5121,CA Richmond,"4,485",8.9
5122,CA Orange,"4,213",8.8
5124,CA Richmond,"103,701",11.7
5125,CA Oakland,"5,991",9.0
5126,CA Rialto,"4,871",11.7
5127,CA Redwood City,"4,531",6.7
5128,CA Oakland,"2,667",7.2
5129,CA Rialto,"5,153",10.7
5130,CA Oakland,"3,136",7.0
5131,CA Rancho Cucamonga,"4,777",9.2
5132,CA Pleasanton,"2,073",7.2
5133,CA Pomona,"1,295",11.2
5134,CA Pasadena,"3,700",10.0
5135,CA Palmdale,"6,702",10.3
5136,CA Ontario,651,9.8
5137,CA Rancho Cucamonga,"7,020",6.7
5138,CA Oakland,"3,461",5.8
5139,CA Palmdale,"4,535",10.7
5140,CA Oakland,"3,957",11.3
5141,CA Oakland,"4,865",5.9
5142,CA Redondo Beach,"6,704",5.9
5143,CA Redding,"5,372",9.0
5144,CA Oakland,"5,492",15.1
5145,CA Orange,"2,491",9.2
5146,CA Redlands,"6,333",9.3
5147,CA Rancho Cucamonga,115,9.0
5148,CA Redondo Beach,"66,748",6.3
5149,CA Oakland,"2,406",12.2
5150,CA Pasadena,"2,236",8.5
5151,CA Richmond,279,15.2
5152,CA Pleasanton,"4,799",6.7
5153,CA Palmdale,"5,339",13.5
5154,CA Ontario,"4,576",12.1
5155,CA Oxnard,"4,387",12.1
5156,CA Redding,"89,861",8.7
5157,CA Oakland,"5,885",12.0
5158,CA Palmdale,"2,108",8.4
5159,CA Orange,"1,673",6.3
5160,CA Rancho Cucamonga,"5,543",9.9
5161,CA Rialto,"2,853",9.8
5162,CA Pasadena,"4,229",8.9
5163,CA Rancho Cucamonga,"3,845",9.1
5164,CA Oxnard,"5,455",11.2
5165,CA Redondo Beach,"66,748",6.3
5167,CA Redlands,"6,513",10.9
5168,CA Orange,"1,278",10.8
5169,CA Oakland,"4,314",12.2
5170,CA Palmdale,"3,064",10.8
5171,CA Pomona,"5,381",7.4
5172,CA Redondo Beach,"3,842",6.2
5173,CA Oxnard,"1,733",10.3
5174,CA Oakland,"4,197",6.9
5175,CA Oceanside,80,14.7
5176,CA Redondo Beach,"3,260",5.6
5177,CA Ontario,"2,985",11.9
5178,CA Redding,"3,833",9.3
5179,CA Ontario,"3,997",10.6
5180,CA Pomona,"4,138",12.3
5181,CA Orange,"6,573",8.9
5182,CA Redwood City,"4,721",7.3
5183,CA Pasadena,"5,752",7.1
5185,CA Ontario,"4,497",10.7
5186,CA Oakland,"2,193",13.7
5187,CA Orange,"2,975",7.7
5188,CA Ontario,"4,626",5.5
5189,CA Redding,"3,966",10.4
5190,CA Oceanside,"3,175",9.3
5191,CA Pomona,"5,622",11.2
5192,CA Richmond,"2,253",10.4
5193,CA Oakland,"2,598",9.9
5194,CA Rialto,"4,098",11.5
5195,CA Pasadena,287,8.4
5196,CA Oceanside,"6,847",9.5
5197,CA Redwood City,"2,484",7.5
5198,CA Ontario,"4,052",10.5
5199,CA Orange,"5,797",8.0
5200,CA Palmdale,"2,970",11.3
5201,CA Orange,"3,709",9.1
5202,CA Oakland,"5,678",10.0
5203,CA Oceanside,"3,978",9.7
5204,CA Pomona,"5,454",9.9
5205,CA Redwood City,"7,336",6.1
5206,CA Palmdale,169,6.8
5207,CA Palmdale,"5,324",10.7
5208,CA Oxnard,"4,110",13.4
5209,CA Oxnard,"1,147",12.0
5210,CA Oakland,"2,238",10.4
5211,CA Redding,"5,073",9.5
5212,CA Ontario,841,8.7
5213,CA Pasadena,"3,942",11.7
5214,CA Oakland,"1,954",7.2
5215,CA Pomona,"4,721",9.1
5216,CA Rancho Cucamonga,"4,970",9.2
5217,CA Oakland,"5,930",11.3
5218,CA Redding,"2,242",8.6
5219,CA Oakland,"4,381",11.1
5220,CA Rialto,"3,903",15.8
5221,CA Richmond,"6,117",13.9
5222,CA Rialto,"3,053",11.8
5223,CA Ontario,"4,793",11.2
5224,CA Oakland,"4,109",10.6
5225,CA Oceanside,"7,947",8.6
5226,CA Redding,219,14.3
5227,CA Oxnard,"4,780",11.2
5228,CA Richmond,"3,227",10.6
5229,CA Redlands,56,16.5
5230,CA Richmond,"4,506",12.8
5231,CA Pleasanton,"3,685",7.2
5232,CA Palmdale,924,10.7
5233,CA Oakland,"2,788",24.0
5234,CA Pomona,"7,453",11.7
5235,CA Palmdale,"152,750",11.5
5236,CA Oakland,"1,991",6.4
5237,CA Perris,"68,386",10.9
5238,CA Orange,"8,039",8.5
5239,CA Oakland,"3,122",12.5
5240,CA Oakland,"390,724",10.5
5241,CA Pasadena,"4,655",8.7
5242,CA Pomona,"149,058",10.6
5243,CA Rancho Cucamonga,"5,342",9.0
5244,CA Oakland,"3,584",6.2
5245,CA Redwood City,"2,429",8.3
5246,CA Oakland,"3,552",11.7
5247,CA Palmdale,"7,075",12.0
5248,CA Oakland,"4,597",7.8
5249,CA Rancho Cucamonga,"11,640",7.4
5250,CA Pomona,"3,603",10.4
5251,CA Oxnard,321,20.4
5252,CA Rialto,"5,484",12.7
5253,CA Pasadena,"5,471",8.1
5254,CA Redwood City,"2,944",7.5
5255,CA Orange,"3,955",8.9
5256,CA Rialto,"3,883",9.5
5257,CA Pomona,538,8.4
5258,CA Ontario,"4,730",9.4
5259,CA Oxnard,"8,606",9.4
5260,CA Palmdale,"4,315",9.5
5261,CA Oceanside,"2,975",9.8
5262,CA Redding,"2,512",8.4
5263,CA Pasadena,"3,204",9.2
5264,CA Oxnard,347,13.9
5265,CA Rancho Cucamonga,"4,846",8.8
5266,CA Rialto,"99,171",13.2
5267,CA Orange,"5,664",9.4
5268,CA Oxnard,"197,899",11.4
5269,CA Oceanside,"6,534",8.1
5270,CA Redwood City,"5,430",7.6
5271,CA Oakland,"3,703",5.3
5272,CA Oakland,"1,703",10.1
5273,CA Orange,"4,324",9.2
5274,CA Oxnard,"5,632",9.7
5275,CA Perris,"9,335",8.8
5276,CA Pomona,"5,170",11.1
5277,CA Oakland,"2,385",11.1
