,TX_City,TX_PopByMM,TX_DiagPer100k
27086,TX Plano,"2,973",9.1
27087,TX San Antonio,"6,296",8.7
27088,TX San Antonio,"3,143",12.4
27089,TX Richardson,"6,562",9.9
27090,TX San Angelo,"93,200",11.3
27091,TX San Antonio,251,11.1
27092,TX San Angelo,"3,641",9.9
27093,TX San Antonio,"3,374",7.6
27094,TX Tyler,"2,176",10.3
27095,TX Waco,"3,653",14.4
27096,TX San Antonio,"5,368",12.6
27097,TX Richardson,"4,826",9.2
27098,TX San Antonio,"5,796",8.0
27099,TX San Antonio,"5,466",15.3
27100,TX Sugar Land,"7,460",10.4
27101,TX San Antonio,"4,301",7.5
27102,TX San Antonio,"1,076",7.4
27103,TX San Antonio,"4,585",18.2
27104,TX San Antonio,"3,768",15.8
27105,TX San Antonio,"4,839",10.0
27106,TX Wichita Falls,"2,480",14.6
27107,TX San Antonio,"4,982",11.1
27108,TX Pharr,"70,400",18.0
27109,TX San Angelo,"4,362",13.9
27110,TX San Antonio,"3,730",16.1
27111,TX San Antonio,"4,028",12.2
27112,TX San Antonio,"4,375",13.0
27113,TX Waco,"2,268",15.9
27114,TX Wichita Falls,"4,135",12.3
27115,TX San Antonio,"4,096",20.4
27116,TX San Antonio,"3,001",8.8
27117,TX San Angelo,"1,857",11.6
27118,TX San Antonio,"2,313",9.1
27119,TX San Antonio,"4,945",17.1
27120,TX Richardson,"99,223",9.1
27121,TX Waco,"6,670",9.3
27123,TX San Antonio,"6,996",10.4
27124,TX Richardson,"2,910",9.8
27125,TX Round Rock,"4,198",10.3
27126,TX San Angelo,"3,604",11.0
27127,TX San Antonio,"3,658",6.7
27128,TX San Antonio,"4,689",18.2
27129,TX San Antonio,"2,973",9.2
27130,TX San Antonio,"4,462",17.0
27131,TX Plano,"2,162",7.4
27132,TX Tyler,"3,637",10.9
27133,TX Richardson,"1,634",4.3
27134,TX Plano,"3,505",10.5
27135,TX Tyler,"5,098",10.0
27136,TX San Antonio,"8,151",15.5
27137,TX Pharr,"70,400",16.5
27138,TX San Antonio,"4,803",11.7
27139,TX San Antonio,"1,645",15.9
27140,TX San Antonio,"5,185",7.5
27141,TX San Antonio,277,10.0
27142,TX Tyler,"5,685",10.1
27143,TX Waco,"4,994",15.2
27144,TX San Antonio,"4,021",6.1
27145,TX Wichita Falls,"2,406",18.1
27146,TX Round Rock,"2,443",8.6
27147,TX Waco,"2,133",6.9
27148,TX San Antonio,"5,103",8.3
27149,TX San Angelo,"5,034",12.6
27150,TX San Antonio,"6,043",8.9
27151,TX Sugar Land,"3,596",9.9
27152,TX Plano,"4,599",7.7
27153,TX San Antonio,"4,540",9.8
27154,TX San Antonio,"3,060",15.4
27155,TX San Antonio,"2,761",8.5
27156,TX San Antonio,"4,481",11.7
27157,TX San Antonio,"4,765",9.1
27158,TX Waco,"4,718",11.8
27159,TX San Antonio,"7,267",13.2
27160,TX San Antonio,"4,842",9.5
27161,TX San Antonio,"5,491",7.2
27162,TX San Antonio,"4,284",12.3
27163,TX San Antonio,"6,362",10.5
27164,TX Plano,"3,705",8.3
27165,TX Plano,"4,763",10.4
27166,TX San Antonio,"5,559",19.5
27167,TX San Antonio,"1,267",12.4
27168,TX San Antonio,"7,244",15.8
27169,TX Tyler,"4,671",14.6
27170,TX Richardson,"3,257",8.8
27171,TX San Antonio,"3,557",16.3
27172,TX Pharr,"4,560",16.8
27173,TX Sugar Land,60,11.9
27174,TX San Antonio,"4,042",15.1
27175,TX Plano,"4,390",9.5
27176,TX San Antonio,223,8.5
27177,TX San Antonio,"3,436",9.9
27178,TX Wichita Falls,"3,789",9.3
27180,TX Sugar Land,"1,430",10.8
27181,TX Tyler,"2,061",15.8
27182,TX Plano,"2,438",8.4
27183,TX San Antonio,"5,141",9.6
27184,TX Wichita Falls,"104,553",11.7
27185,TX San Antonio,"1,684",6.8
27186,TX Sugar Land,"78,817",10.4
27187,TX Wichita Falls,"2,387",24.5
27188,TX Plano,"5,735",12.2
27189,TX San Antonio,"7,342",9.4
27190,TX San Antonio,"3,717",13.8
27191,TX San Antonio,"2,077",11.8
27192,TX Round Rock,"3,803",6.7
27193,TX San Angelo,"4,739",11.2
27194,TX Plano,"7,381",11.5
27195,TX San Antonio,549,11.1
